index,tweet_id,text,label_text,label_code
21,1447685024636096512,"International Spy Museum in Washington, DC -- where you can learn how to pick a lock or crack a code, and see the Kiss of Death lipstick gun and poison spike assassination umbrella. ",irrelevant or no opinion on gun rights/control,-99
22,1462568567812116480, A skateboard is not an AR-15.,irrelevant or no opinion on gun rights/control,-99
23,1450610191372853249, The majority of Virginians support common sense gun reform. My opponent doesn't. We lose hundreds of Virginians every year to senseless acts of gun violence and we must honor them with action. Virginia needs a Lt. Governor who's not afraid to stand up to the NRA.,strongly support gun control,2
24,1464349124480880653," Dear tweeted about Kyle Rittenhouse killing 2 and wounding another in Kenosha, Wisconsin.Why haven't you tweeted about Darrell Brooks, Jr. killing 6 and wounding 61 others in Waukesha, Wisconsin? ",slightly support gun rights,-1
25,1453107718311583744,"Tell me again, how does a gun kill people? I have many guns, not one has ever gotten up, gone to the front porch, and murdered anyone. How many people are killed with knives, spoons, garden tools, abortionists? Yea, you may need to rethink that approach.",strongly support gun rights,-2
26,1440441588098813961," BREAKING: A Republican lawmaker in Missouri is calling for a school superintendent to resign after a teacher used ""This is America,"" a rap song about America's racist past and gun violence, in a U.S. Studies class.  IF YOU SUPPO TEACHERS TEACHING THE COUNTRY'S REAL HISTORY!",neutral to gun rights/control,0
27,1477392330596536324, BREAKING: A father in Ohio fatally shoots his 16-year-old daughter after mistaking her for an intruder in their home. His wife says it was a mistake and he just didn't know what was going on.  IF YOU THINK WE NEED REAL GUN LAWS NOW!,strongly support gun control,2
28,1468349528554283008, Square Enix Music - FITHOS LUSEC WECOS VINOSEC: FINAL FANTASY VIII - The Man with the Machine GunComposer: Nobuo Uematsu Conductor: Koji HaijimaOrchestrated by: Shiro Hamaguchi ,irrelevant or no opinion on gun rights/control,-99
29,1467988757383159811," It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootings is to keep practicing what to do during school shootings.Absolutely disgraceful.",strongly support gun control,2
30,1472663453483495426, Feds lose the plot on gun crime.These criminals aren't deterred by the Criminal Code when it comes to using guns.The idea they would fear provincial laws or municipal bylaws is beyond naive.,slightly support gun rights,-1
31,1476704542666407937," FDR on radio today 1940:If Great Britain goes down, the Axis powers will control the continents of Europe, Asia, Africa, Australia and the high seas.All of us, in all the Americas, would be living at the point of a gun.We must be the great arsenal of democracy.",irrelevant or no opinion on gun rights/control,-99
32,1476671813165985793,Ashli Babbit is a perfect example of how the right tries to justify things    She climbed through a barricade through a broken window wearing a backpack into an area that had an armed guard protecting high level politicians . And you ask why she was shoot .,irrelevant or no opinion on gun rights/control,-99
33,1465092571135422469, BREAKING: Trump's photo with Kyle Rittenhouse reveals that he has a miniature Mount Rushmore at Mar-a-Lago with his own face carved into it because he thinks he belongs on the monument.  IF YOU THINK THE ONLY PLACE TRUMP BELONGS IS IN PRISON!,irrelevant or no opinion on gun rights/control,-99
34,1453858056119455747, Chipman's declaration that anyone who opposed his nomination supports gun violence gives you some insight into why his nomination was so controversial from the beginning. Same for his claim gun owners don't care about stopping crime or that it's easier to buy a gun than a beer. ,slightly support gun rights,-1
35,1465107028351889410, There were no shootings during Bayou Classic this year. That's a big deal. A win for us all.,slightly support gun control,1
36,1476672071983931394, Yup! It's beyond unfathomable.,irrelevant or no opinion on gun rights/control,-99
37,1465092965672570890,"Of the perpetrators of the 10 worst mass shootings in US history, 4 of them are now known to have been domestic abusers. ",slightly support gun control,1
38,1477372475214376973,It's immoral and a war crime to assist the genocidal regime in #Ethiopia with armed drones and weapons to cause more death and destruction. The IC must take an urgent and concrete Action to end #TigrayGenocide. #StopArmingEthiopia@NATO,irrelevant or no opinion on gun rights/control,-99
39,1448792678401863708,Centerfire Systems LWRC International IC-A5 AR-15 Giveaway - Please enter this today.,irrelevant or no opinion on gun rights/control,-99
40,1444083613088108545, #Metrotown incident happened right in front of us. The police officer we saw was heavily armed and was running behind a few people that were trying to escape. The officer was shouting get down on the floor and then a few minutes later they told us to evacuate the mall.,irrelevant or no opinion on gun rights/control,-99
41,1449493545904230401, Anti Palestinian racism so deep that armed Israeli soldiers snatch children from their classrooms and US journos/politicians want to lecture us on humanity and civility. Zionist settler violence is an exemplar of hate but racism conditions Americans to see us as the problem. ,irrelevant or no opinion on gun rights/control,-99
42,1452388287964925954,If he was shooting the gun as part of a scene your analogy is sound.  If he fired the gun outside of the realm of shooting the scene (even a practice draw) he is culpable.,neutral to gun rights/control,0
43,1444372778401124357,"Christ that walloper calling anyone a mouthpiece with the size of gun he's got , his teeth don't even fit . Fat turd ",irrelevant or no opinion on gun rights/control,-99
44,1456035300346576903,"  REVEALED: Conservative MPs Opposing #OwenPaterson Lobbying Suspension have Second Jobs Worth 1 MillionThe MPs publicly supporting Andrea Leadsom's amendment have considerable external interests, reports ",neutral to gun rights/control,0
45,1461116293105467394," Gaige Grosskreuts travelled 51 miles to be in KenoshaKyle Rittenhouse travelled 21 miles to be in KenoshaThe media is outraged that Kyle was there.But why is no one asking the question, ""what was convicted criminal Gaige Grosskreutz doing in Kenosha with an illegal gun?""",slightly support gun rights,-1
46,1472353365191364608, Stop and really think about this.Instead of passing laws to minimize school shootings we are teaching our children how to avoid being murdered while at school.,strongly support gun control,2
47,1436096706073042944," [News Headline Desu!]Sword Art Online Alternative ""Gun Gale Online"" Volume 11 -Fifth Squad Jam <Part 1>- has been listed on Dengeki's lineup for November this year.",neutral to gun rights/control,0
48,1466191750226190337, Fuck the NRA and fuck the moderate Democrats who stop us from abolishing the filibuster that's killing the American people.,strongly support gun control,2
49,1455299432308748290, The reputed Klansman boss was also allegedly annoyed to learn that Montego Bay and Clarendon at times were recording more murders and shootings than Spanish Town. ,irrelevant or no opinion on gun rights/control,-99
50,1444083309953183750,"Yup it's been shootings everyday and they just shot up a food cart the other day. It's ridiculous. Yet the state is beautiful depending on what you do. I go camping, fishing in eastern, southern, central Oregon. It's a very beautiful state.",slightly support gun control,1
51,1440441499351613447," Labor captain's pick for Hunter followed sexually suggestive, gun-toting Instagram profiles ",neutral to gun rights/control,0
52,1445501440542195717, NEW: Data collected by has found that the 2021 back-to-school period has seen the highest number of gunfire incidents on school groundsa figure that has nearly doubled from the previous high. ,slightly support gun control,1
53,1447671068957814784,You nixxas ain't buss shxt! How long you had ya gun?! ,irrelevant or no opinion on gun rights/control,-99
54,1444411071444439040, Remember: early voting has already started! You can find info on your local Gun Sense Candidates (as well as @TerryMcAuliff,slightly support gun control,1
55,1436783899745607684,"It's bizarre how a public cricket figure like someone who I respect, goes on record with a comment like that and gets selective amnesia. Which gun are you sticking to?",irrelevant or no opinion on gun rights/control,-99
56,1451694551903600642, Set member tells the armorist for the Alec Baldwin movie had asked prop master to check gun for blanks by 'shaking it around and listening for a rattling sound' before handing to Baldwin. Magazine/chamber not checked,irrelevant or no opinion on gun rights/control,-99
57,1443344925395804161, I don't see many Australians making fun of US gun laws anymore.,slightly support gun rights,-1
58,1448027482595082242," Donald Trump has never stopped figuratively shooting people on 5th Avenue. Unsurprising, because that's who & what Donald Trump is. What is entirely inexplicable is the steadfast refusal of good people in government to take the gun from Donald Trump's hand.",irrelevant or no opinion on gun rights/control,-99
59,1470154972230664197, Who else wants MORE Democrats to fight fire with fire like Gavin Newsom - who pledges to model an assault weapon ban on Texas' abortion law?,slightly support gun rights,-1
60,1445115528637566978,"It does. You know what isn't a solution to bullying? A fucking gun. This is why I said basic shit. Of course the kid can defend themselves against other peers, but it's not the child's responsibility to defend themselves against actual fucking criminals",strongly support gun control,2
61,1445862530748985345," BREAKING: An 18-year-old opened fire inside a high school in Arlington, Texas, leaving four people injured before fleeing, authorities say.Police say two of the four injured people were shot. Three of the victims were taken to hospitals. ",neutral to gun rights/control,0
62,1445862192667103235, Your thoughts and prayers can't be with the victims if your votes are still with the NRA.,strongly support gun control,2
63,1462568635185172486, You should be aloud to shoot a fake gun in the NFL its called the second amendment,strongly support gun rights,-2
64,1440073868593352706,Your ignorance of gun laws is showing.,slightly support gun rights,-1
65,1444372779642638338," I will always fight for Texans' 2nd Amendment rights. I joined in introducing the Firearm Due Process Protection Act, which would provide an enforcement mechanism for Americans to ensure their right to bear arms is restored if wrongly denied by the federal govt.",strongly support gun rights,-2
66,1457860221095796741, One of the people who attacked Kyle Rittenhouse made it abundantly clear that Kyle did NOT shoot his gun until a gun was pointed at him.Kyle acted in self defense. End the charade.,strongly support gun rights,-2
67,1469074403795378186,LAWSUIT: A Michigan school district is facing two lawsuits seeking $100M each after the most recent deadly school shooting.#8NN,slightly support gun control,1
68,1454226172347305986, ICYMI: Apparently Rep. Jerry Nadler doesn't understand why the 2nd Amendment exists. comes in for the win.https,slightly support gun rights,-1
69,1466542582377246727,"Rapper YGG Tay Sentenced To 15 Years For Federal Gun, Drug Charges ",neutral to gun rights/control,0
70,1449782673627570182,"Why, yes. That's what you sign up for when you join the Armed Forces. Get vaccinated for deadly transmissible diseases to protect yourself and your buddies. How else does the US maintain a constant state of readiness?Try googling Washington and smallpox.",irrelevant or no opinion on gun rights/control,-99
71,1445862783644364805, The fact that school districts have preparations and procedures for school shootings tells you everything you need to know about the U.S.,slightly support gun control,1
72,1436770934396911617," Hey guys, my cousin with special needs was assaulted yesterday on the east side, this was the video of his assaulters leaving the scene. They also used a BB gun on him. If anyone has information on them please dm me as soon as possible. ",slightly support gun control,1
73,1445501100405059596,"Oh yes, a bunch of nerds criticising gaming journalists is EXACTLY the same thing as two mass shooting in a Mosque and a capitol attack. Of course! Go home Brianna, you're drunk!#GamerGate #BriannaWu ",slightly support gun control,1
74,1444082141252370434," Four years ago today, 60 lives were cut short  and countless more were forever changed  in a mass shooting in Las Vegas. Today we remember those lost and reaffirm our commitment to reducing gun violence across the country.",strongly support gun control,2
75,1458583667941330951," Why isn't that little shit's Mom on trial? She drove a minor across state lines armed with an AR-15 and bulletproof vest, going to shoot some black people.",strongly support gun control,2
76,1452750479360921605, Cause that's just many problems that stem from that especially legal gun holders . DV's is a BIG NO NO,slightly support gun control,1
77,1469451369111121923,"I was a little bummed when Batista said F that kid about Kyle Rittenhouse, but whatever I guess..",neutral to gun rights/control,0
78,1445466479663538176,Was he an example of what a good guy with a gun will do?He's like the majority of the gun totin' wackos. A coward with a tiny di_k.,slightly support gun control,1
79,1466543461201440770, Hana St. Juliana was 14.Madisyn Baldwin was 17.Tate Myre was 16.Justin Shilling was 17.How many more kids have to die before Congress frees itself from the grip of the bloody NRA and acts on sensible gun reform? ,strongly support gun control,2
80,1435733532555481096," Our government FORCED gun stores to close while freeing criminals from jailWe were defenseless while riots ravaged our cityRefusing to be silent, I filed a lawsuit & put guns back in the hands of law-abiding citizensI'll fight & WIN again for you  ",strongly support gun rights,-2
81,1434993165249941505, A footnote to my on the hazards of individual gun ownership. 1/x ,slightly support gun control,1
82,1436097807316922372,Gonna sound like a gun fire,neutral to gun rights/control,0
83,1462570707750117381,not the wink and finger gun  ,irrelevant or no opinion on gun rights/control,-99
84,1451274393968119820,When I'm at my lowest that's what make me wanna get the highestI lost more people to gun violence then this fucking virus,strongly support gun control,2
85,1442253432400711682,Is Hollywood in China now? Why aren't cons in the streets 24/7 pushing for gun rights in China? Is it because people usually care about what's happening in their own country more than in foreign countries?,irrelevant or no opinion on gun rights/control,-99
86,1455300004600369152," Instead of Kyle Rittenhouse being on trial for self defense, Michael Byrd should be on trial for killing Ashli Babbitt, an unarmed military veteran January 6th.",slightly support gun rights,-1
87,1476672256982106117, The texas government has made it easier than ever for murders to play out anywhere & everywhere with their radical gun laws.They are out of control!,strongly support gun control,2
88,1444424682288160773," I've got Nov 15 circled on calendarPer new filing, feds are prepared for start of trial on Nov 15 in high-level Capitol breach case of Guy Reffitt   They've prepared for transport of witnesses for the trialReffit's accused of being armed w/ gun in mob, not guilty plea ",neutral to gun rights/control,0
89,1449494478339854345,Majority of Texans don't own guns. Majority of Texans didn't support Permitless carry. Majority of Texans are for gun safety reform. It's not the Dem candidate's job to pander to macho patriot freedom screamers. It's to appeal to a broad coalition of voters.,strongly support gun control,2
90,1477372617803898880,Are you deaf?  The gunfire starts at 27 sec.  Who do you think is firing the gun shots.,neutral to gun rights/control,0
91,1442252325033107461,"Members if the gun lobby groups / Gun clubs ...were sollicitied for donations, membership cards and voted to O'toole!",slightly support gun control,1
92,1465828778232279045," Leading up to the 2020 election, the NRA continued to take money from its charitable arms and steer funds to its political groups. by @annalecta",neutral to gun rights/control,0
93,1445862245485875201," Deploy our active duty military to the border, finish the wall, eliminate any threat to our security, including armed thugs. ",irrelevant or no opinion on gun rights/control,-99
94,1475969948056883202, Big gun energy #MINGYU #SEVENTEEN #armpit #pits #idol #KPOP ,irrelevant or no opinion on gun rights/control,-99
95,1468349217861246979, I support the Second Amendment but everyone should be required to have a belt fed machine gun.,strongly support gun rights,-2
96,1446245135780618244," When the mainstream media found out they couldn't blame yesterday's high school shooting on the NRA, they stopped talking about it. ",strongly support gun rights,-2
97,1451275145725755393,"Boring. Gun control is old news. We as Americans will always own guns. Period. See, I broke it down in 2 seconds",strongly support gun rights,-2
98,1443344554078392323, I don't see many Australians making fun of US gun laws anymore.,slightly support gun rights,-1
99,1454226542909853702, ATTENTION: The Supreme Court is hearing arguments NEXT WEEK about the NRA's extreme guns everywhere agenda.SCOTUS must side with the majority of Americans and reject the NRA's dangerous agenda because: Gun. Laws. Save. Lives.Pass it on. ,strongly support gun control,2
100,1449836628789317639," I'm in Regina, Saskatchewan, which is just about as middle of Canada as you can get. Sign at Cabela's: Please check firearms at the desk. Signs all over town offering gun/hunter safety courses. Weird, I was told Canadians aren't allowed to have any guns.",irrelevant or no opinion on gun rights/control,-99
101,1466193613478670338, The same country where kids & teachers constantly rehearse an AS scenario because they all know there's a good chance it will 1 day become a reality. With Covid & shootings I wouldn't blame kids if they just stayed home. They can't count on the adults in charge to protect them.,slightly support gun control,1
102,1436096739518390274, #GregAbbott has a pattern of turning victims into villains. Consider the past 6.5 years since he's been Governor:Pandemic > answer is personal responsibility Rape > answer is forced pregnanciesGun violence > answer is more access to guns for shooters#AbbottMustGo #txlege,slightly support gun control,1
103,1433909961956921349, The CDC is now involved in gun control. Welcome to Bidens America.,slightly support gun rights,-1
104,1471960575097909255,I just sent an urgent message telling my NJ lawmakers to pass life-saving gun bills. Send yours a message now: #NJPolitics #NJLeg @momsdemand,strongly support gun control,2
105,1465469334935986181, Kyle Rittenhouse should sue Joy Behar for every penny she's worth.,slightly support gun rights,-1
106,1457860160441880578, Hope that Kyle Rittenhouse sues the corporate media and gets at least as much as Nick Sandmann when this is all over.,slightly support gun rights,-1
107,1466916398970687497, I'm tired of living in a Country where someone's right to bear arms is more important than our right to live.,strongly support gun control,2
108,1446245364642820096,Tommorow will be the 1st time I work the tower with the AR-15 at my prison.,neutral to gun rights/control,0
109,1470154200071946245,"What, specifically, do you think should be done about gun violence?",slightly support gun control,1
110,1449781432168165383,To protect us from people like the ones who commit school shootings and other Lunatics.You really aren't that bright are you??,slightly support gun control,1
111,1475947543481798660,"Look, I miiiiiight have jumped the gun a little, that's my bad. ",irrelevant or no opinion on gun rights/control,-99
112,1448754095892877315, If she got a gun to yo head bro like this tweet,irrelevant or no opinion on gun rights/control,-99
113,1451694400480948226," - A colleague was so alarmed by the prop gun misfires he sent a text message to the unit production manager. We've now had 3 accidental discharges. This is super unsafe, according to a copy of the message reviewed by the Times ",irrelevant or no opinion on gun rights/control,-99
114,1448792649725407245, UPDATE: Arrest warrant issued for fourth individual involved in shooting at a residence in Lloydminster; considered ARMED  ,neutral to gun rights/control,0
115,1447672230255628291, Exactly correct  Doing nothing will not solve gun violence.  I would love to discuss this further.  It is time to move the Senate on this. ,slightly support gun control,1
116,1444412343102869513,"Gun violence is a public health emergency, and we must take it head on. My office has taken thousands of illegal guns off the streets, but we need real reform. Close the ghost gun loophole. Pass common sense gun safety laws. Now.",strongly support gun control,2
117,1448753500108869636, Fischer's presentation now showing headlines about increase in murders in 2020. He also urges Metro Council to talk to state lawmakers to get some gun law reforms passed in Kentucky.,slightly support gun control,1
118,1452750341984845825,"i think you could just put a period after anger and tension and this would be accurate.the gun nuts, racists, insurrectionists, conspiracy theorists, all out there ratcheting people up to insanity levels, and idaho just bristling with guns.shocking it hasn't happened already ",strongly support gun control,2
119,1462205463341121537," REMINDER:KYLE RITTENHOUSE KILLED 2 PEOPLETHEN HE WENT HOME, to a different state, AND WENT TO SLEEP.",slightly support gun control,1
120,1436771054366638084, Toda vez que toca take my breath away em Top Gun ,irrelevant or no opinion on gun rights/control,-99
121,1469451730110853120, Oh just a staffer thinking it was bring a loaded gun to work Thursday,slightly support gun control,1
122,1450610075459010560, Young women are going to clubs wearing denim jackets and other thick clothing to try to protect themselves from attackers armed with syringes and an apparent desire to harm young women purely for having fun and freedom. Students are also holding boycotts of nightclubs: ,irrelevant or no opinion on gun rights/control,-99
123,1439694002958241800,Time to scream on the TL about a gun I just had the absolute displeasure of shooting with a friend.The Taurus Spectrum.,neutral to gun rights/control,0
124,1436770854805950469,"Enter to win Century Canik TP9 Elite Combat Pistol! - Ends Sept 15th, 2021 #gun #guncontest #gungiveaway ",strongly support gun rights,-2
125,1444424500448215045," I just think it's insane that so many Black schools in the hood had metal detectors, but none of them EVER had a mass shooting before or after they implemented them ",slightly support gun rights,-1
126,1476704150125694976,"When the Second Amendment referred to A well regulated Militia, those words had been used repeatedly in the titles and bodies of pre-constitutional Militia statutes, in the American Colonies and then independent States for over 150 years.",neutral to gun rights/control,0
127,1463290210356281346,"True, the average American gun owner has not had to fight for his or her life pursued by a lynch mob. That's why Kyle is exceptional.",strongly support gun rights,-2
128,1455313383922745348,shaggy has the fucking ak47 ,neutral to gun rights/control,0
129,1466193478988222464,Thank you for standing up. We seem to be losing on the gun control. The gun lobbyist should not be able to control our Congress with money. I know our 2nd amendment states we should have the right to bear arms but kind. Stop the kill.,strongly support gun control,2
130,1462205515715334146, May the expanding danger of the Rittenhouse decision intensify the commitment of the majority  to demand change in the nation's lax gun laws.,strongly support gun control,2
131,1460029624013008898, Without the 2nd amendment our elites wouldn't hesitate to lock us down Australia style.,strongly support gun rights,-2
132,1468355949484199945,"In the end, it all comes down to responsible gun ownership and keeping guns out of the hands of those who have shown themselves to be a risk to others. Glad you had a responsible dad.",slightly support gun rights,-1
133,1455298980800303111,"In Austria, the military is training their armed forces and medical staff to pull people out of their houses and force COVID 19 injections. The question is: What is in these vaccines that would cause nations, countries, military forces, and medical staff to FORCE injections? ",irrelevant or no opinion on gun rights/control,-99
134,1462205445104406533, No.When he awakens with an AR-15Pointing to his head.I want it to be a complete surprise.Nothing says hello like Goodbye. ,irrelevant or no opinion on gun rights/control,-99
135,1471960873883381768," ""We must do more to halt #Iran's regional terrorism,"" said We saw with recent #Iranian-sponsored drone attacks on:American troopsIraqi Prime Minister ArabiaIran's armed drone capability presents a growing threat to the Middle East",irrelevant or no opinion on gun rights/control,-99
136,1471960639887355916,im being held at gun point to tweet this rn,irrelevant or no opinion on gun rights/control,-99
137,1444422422711652353," Why do school police officers even have guns??? After a fight between 2 teen girls, an officer shot one of the teens in the head while the car she was sitting in was driving away. No one was armed, except the cop. WHY DID HE SHOOT INTO A MOVING CAR?!",irrelevant or no opinion on gun rights/control,-99
138,1455313286094860293,Well one did use his gun on a rioter but you're now calling him a murderer while calling the rioter a hero and a patriot.,slightly support gun rights,-1
139,1448792311492538392," Thank God that as Americans we have the Second Amendment right to protect ourselves, our families, and our communities. Never take it for granted and always stand and fight to protect it. ",strongly support gun rights,-2
140,1454210437763977216, sick. considering there is no individual right to gun ownership in the constitution. the 2nd a only applies to state national guard troops. ,strongly support gun control,2
141,1456035178032373762," For the 1st time since 1976, the will wear a red stripe on their helmets to honor our country's armed forces and Medal of Honor recipients. As we officially launch the March to Groundbreaking of the More: ",irrelevant or no opinion on gun rights/control,-99
142,1447308946126118912, Did you hear about the guy who-went to a different town-made public his political intent-brandished a long gun at ppl-killed 2 protesters& The cops & courts-didnt arrest the politically-motivated killer (ie: domestic terrorist)-let him leave town&go home-granted him bail,slightly support gun control,1
143,1477392215970394123,":  Looking back at 2021, another year of increasing gun violence, innocent victims and the usual legacy of tears; https://t.co/94lB6NM5Ae; looking ahead to 2022, a year of serious nonpartisan debate on a Second Amendment for the 21st Century",slightly support gun control,1
144,1449118152776945668, Only Survivor Of Kenosha Shootings Files Federal Lawsuit Claiming Police Conspired' With Kyle Rittenhouse.- http,neutral to gun rights/control,0
145,1448400225450831884, everything i've learned about megan fox and machine gun kelly has been against my will,irrelevant or no opinion on gun rights/control,-99
146,1477372687550930957, Five people injured across two Police Divisions due to celebratory New Year's Day gun salute. ,irrelevant or no opinion on gun rights/control,-99
147,1469083992217600003,"Blackmail men, by choosing to not further the human race? That's literally holding a gun to the head of humanity.",irrelevant or no opinion on gun rights/control,-99
148,1466543482567159815, Mike Lee and fellow Republicans are fighting to stop government vaccine mandates. If only they had this much fight in protecting our kids from school shootings.,strongly support gun control,2
149,1448753865185185800," You know who is pro life? People who support common sense gun reform, and increased healthcare access, and follow science on the pandemic and believe we must confront climate change.  We are the real prolife voters.",strongly support gun control,2
150,1440798418834657287," teacher: where's your homework?me: i, uhhh, forgot to do itmy dog [under my desk holding a gun]: good good",irrelevant or no opinion on gun rights/control,-99
151,1436771542399062022, If your pokemon evolved mid battle against me I'd take out my gun and finish the battle myself ,irrelevant or no opinion on gun rights/control,-99
152,1442253089105350657, Hey you should appoint a national director of gun violence prevention that can help inform you on the situation around gun violence in the US and how there can be a wholistic approach to ending gun violence. AND You can do this with no senate confirmation needed :),strongly support gun control,2
153,1461116307932270594, This boy lost his eyes when someone shot a gun into his family's home. I paid for prosthetic eye. He got it installed today. ,slightly support gun control,1
154,1449781603631202304, thinking about beomgyu not noticing that the bear was put into his arms and when he noticed it he asked when was it put there  ,irrelevant or no opinion on gun rights/control,-99
155,1476704595292442629,May I recommend a winter gun and a summer gun for you? Nothing fancy winter I'd recommend G19 gen5. Summer G43x .,strongly support gun rights,-2
156,1443999141386883072, karmy oomf said that bh using #ARMY_BOOSTDAY and giving us content today is funny ... it's armed forces day on 1 Oct!  https:,irrelevant or no opinion on gun rights/control,-99
157,1466191659830501382,Alec Baldwin weeps as he denies pulling trigger: 'I would never point a gun at anyone and pull the trigger': ,irrelevant or no opinion on gun rights/control,-99
158,1451275250432462856," My Cousin Moved to Texas, to look for the American dream'. Instead he was fatally shot in his car. Someone took his life in senseless act of gun violence.",strongly support gun control,2
159,1469424907876397059,"but love don't gotta be a loaded gun, or a losin' fight",irrelevant or no opinion on gun rights/control,-99
160,1451274121900433413, Oldie but a goodie for gun running & lying to Congress ,irrelevant or no opinion on gun rights/control,-99
161,1471960648959602699," Perhaps today would be a great day for and other social media platforms to acknowledge the role they have in causing and inciting violence, and also the unique role that they can have in working with me and others to reduce gun violence. ",slightly support gun control,1
162,1451274359188885513," The U.S. District Court for Maryland ruled that Maryland's requirement for citizens to obtain a handgun qualification license prior to purchasing, renting or receiving a handgun is constitutional. ",neutral to gun rights/control,0
163,1449782313747984392," Se armo la fiestita en la casa onlyfans que rico que la pasamos, mucho sexo, alcohol y descontrol  The party was armed at the onlyfans house, how rich we had it, a lot of sex, alcohol and lack of control  Full  70% ",irrelevant or no opinion on gun rights/control,-99
164,1452750035125473283, I wrote about Halyna Hutchins and the corner-cutting on the set of Rust. All of the film-industry workers I spoke with emphasize that this is not just about gun safetyit's about producers' prioritization of speed and profit over the lives of crew members ,irrelevant or no opinion on gun rights/control,-99
165,1466554264596013058, it's crazy how in america within the last 10 years school shootings have slowly been accepted as just another part of life and barely anyone cares anymore because they happen on a weekly basis,strongly support gun control,2
166,1445499896283361288,"Police unions, police benevolent, support for police officers wrongfully accused, gun down just because they are with law enforcement is not an excuse for a hangout out by felons, fugitives, prison release.",irrelevant or no opinion on gun rights/control,-99
167,1449782588281921540,This is like when the NRA takes pains to school everyone on the proper terminology for the weapons used in mass shootings.,slightly support gun control,1
168,1454210244616282113,"New post: ""An Apparent Ransomware Hack Puts the NRA in a Bind"" ",neutral to gun rights/control,0
169,1455317465173528580, Gun dealers are marketing weapon parts and ammunition using a right-wing slogan widely understood as code for profanity directed at President Biden. ,neutral to gun rights/control,0
