,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
18,18,18,18,528,"cJ EWE: There was a time when rural Guatemalans never left home. But back-to-back hurricanes, failed crops and extreme poverty are driving them to make the dangerous trek north to the U.S. border. ",1
19,19,19,19,843,"Beyond all the issues of land claims, stewardship, climate change, etc, how the fuck is this a smart thing for BC? what the hell. ",0
20,20,20,20,4107,well...he diNt say AGAINST climate change so no surprise there,0
21,21,21,21,1728,RT Kamala said the climate crisis is speeding up is it really?,-1
22,22,22,22,1073,"Every centralized institution is trying to launch their stablecoin. As the largest Dao, why can't the United Nations launch its own stable currency to solve the global hunger crisis, climate crisis, and regional conflicts?",0
23,23,23,23,4345,Not to mention global warming ,0
24,24,24,24,688,"Violence, climate change, poverty are forcing thousands of people from northern Central America and other regions in crisis to flee their homes. Many, including children, have undertaken a dangerous journey to the US southern border to ask for refuge. ",0
25,25,25,25,1428,"Tomorrow is the #YouthDay! Let's join our #HeritageAmbassador and many more climate and heritage experts, for an intergenerational dialogue to discuss how culture can shape a more resilient future! Livestream 11.00-12.15 CET: ",1
26,26,26,26,351,"The current crisis of doubt, of disbelief in ourselves and our capacity to effect change is a dangerous burden we can no longer afford to drag. Fortunately, the urgency of this moment of history is at last beginning to be met by the agency of disruption. ",2
27,27,27,27,4085,"My suspicion, why I asked. That guy never responds. Lots in oil biz believe climate change just not that it's anthropogenic.",1
28,28,28,28,786,"I know these are scary times for other reasons, but for crying out loud, we need to act NOW on climate change to avoid catastrophe. ",2
29,29,29,29,854,"We really need to stop repeating that, ""There's so little an individual can do about climate change."" So what? That's not how we fought the Third Reich, or marriage inequality, or Covid. We did what we could as individuals, and DEMANDED systemic change. Onward already.",2
30,30,30,30,496,"RT If we cannot solve this pandemic, we will not solve climate change",2
31,31,31,31,4394,Can do pipelines& climate change both.Great marketing just not so!,2
32,32,32,32,1702,"RT And in the Southeast, intensifying hurricanes, driven by warming oceans, are forcing farmers to move turkeys northward to drier ground. Climate change has officially arrived at our Thanksgiving tables. ",2
33,33,33,33,1948,"RT When Covid struck, Johnson shook people's hands. When the Taliban struck, Raab rubbed sand off his legs. When climate change struck, Johnson flew by private jet to a climate change deniers' dinner party. When Omicron struck, Sunak tried to sell the NHS to the US health industry.",0
34,34,34,34,823,"Although everybody is affected, women carry a disproportionate burden in situations of climate/societal breakdown. This article covers some of why women are more affected: ",0
35,35,35,35,4362,"He wants to lock you in your house in a totalitarian New World Order called the Great reset.. the internet will keep you entertained, unaware what's happening around you. All in the name of the climate crisis the global elite believe in.",-2
36,36,36,36,1139,"The climate conversation in a nutshell... Alarmist: I WANT there to be a crisis. I WANT there to be a problem & humanity to be in danger. Skeptic: But there's NO evidence that ANY of that is true, or is going to happen. Alarmist: WRONG! LIAR! DENIER! Look outside!!!",0
37,37,37,37,4289,It's crazy for me i srsl thought climate change is an issue that even the most normie lefties agreed on,2
38,38,38,38,476,"BREAKING: JUST STOP OIL SUPPORTER LOCKS ON TO GOALPOST AT ARSENAL V LIVERPOOL GAME At 9:30 PM today, a young supporter of Just Stop Oil ran onto the pitch during the Arsenal v Liverpool game to draw attention to the climate crisis that is destroying his generation's future. ",2
39,39,39,39,1055,"RT In short, it's a scam, it doesn't work & the creation of a global #CarbonOffsets market will just delay real #ClimateAction cutting emissions while protecting and restoring nature. This means saying NO to offsets and YES to ending fossil fuels. #COP26",2
40,40,40,40,4045,Ah yes propaganda hysteria pushing toronto star pushing climate alarmism. There is no climate emergency. It's all bs .. another distraction to control people and keep them from going after corrupt elites.,-2
41,41,41,41,62,"RT Tomorrow at #COP26 and announce new Systematic Observations Financing Facility #SOFF, which seeks to plug weather and climate data gaps, support #climatechange adaptation and boost resilience of vulnerable countries to extreme weather #TogetherForOurPlanet ",2
42,42,42,42,4033,Oh ffs there is no man made climate change and nothing you foolscan change it,-2
43,43,43,43,4386,RT The DNC while driving us into the brick wall of climate change ,1
44,44,44,44,4314,RT Only spring and there is forest fires.,1
45,45,45,45,828,Climate Change = Erratic Rains = Poor Harvest = Shortage of Food = Food Prices ,2
46,46,46,46,620,"Wide collaborative efforts maps #whale migrations & the threats they face across all oceans, from industrial fishing, ship strikes, pollution, habitat loss, and climate change #ProtectingBlueCorridors ",2
47,47,47,47,713,"Therein lies the problem with the argument. Climatologists understand enough about climate to understand climate change. And if you need to be convinced of that, talk to them. Not Peterson or Rogan.",1
48,48,48,48,1303,"World climate will not change by a trillionth of a degree due to anything mankind is doing or can do. Humanity makes no difference to the natural cycle of earth/sun/nature. Earth evolved without us. It will go on after us. Its a fake UN hoax of fear, lies, myth & corruption.",-2
49,49,49,49,4418,"RT Via “Ah, yes, Mr. Futurism Scientific Innovator Man will now vote for the virulently anti-science, anti-vax, Young Earth, evolution and climate change denying Bible thumping party now, because a few annoying lefties said mean thing to him twitter, what an amazing brain” ",1
50,50,50,50,1596," a reminder to #LetTheEarthBreathe - delete unnecessary / unwanted emails - plant more trees [ use ecosia if you're not able. ] - save water, energy, and supplies - Avoid burning garbages - support NGO activities that help fight Global warming.",2
51,51,51,51,1888,Just letting people remember that climate change is real. Rebplicunts just gaslight and blame Chyna(Trumpaloompa's saying) for global warming and trade deficit. When on reality the US and China have the most CO2 emissions than any other country in the worldand are now physically,2
52,52,52,52,4359,Get her back....we need more!!!! And how in holy global warming is wearing a sleeveless shirt in December?????,2
53,53,53,53,4104,RT All the anti-war folks were right. All the climate change is real folks were right. All the Covid is re,2
54,54,54,54,4094,Can you say propaganda in the largest amount oh my Lord that shirt is so wrong you people are lying you won't make up anything to get your agenda you are evil climate change is a lie !,-2
55,55,55,55,89,Climate change is not an extinction level threat. Nuclear war is.,-1
56,56,56,56,1548,"Throw it on the trash heap of all things Democrats lie about. Russia hoax, no crisis at the border, climate change, parents are terrorists, the vaccine works, systemic racism. All shit.",0
57,57,57,57,811,Saying we can end homelessness without providing housing is like saying we can combat the climate crisis without getting off fossil fuels.,2
58,58,58,58,4015,"""Oh sure go for it dude say what you need t-....o-oh climate change....that's...you know that's...yeah""",0
59,59,59,59,118,"The faith groups also said overconsumption was the key driver of climate change, pollution, biodiversity loss and ecosystem degradation. ",1
60,60,60,60,1152,"the optimistic message running through It Takes a Flood' was that, if global warming represents nature at its worst, it can often highlight people at their best ",0
61,61,61,61,1153,RT - being a nice white person to fight systemic racism - deradicalizing one person at a time to fight fascism - reducing your carbon footprint to fight climate change All are individualistic US approaches to systemic problems. Destined to fail unless connected to broader efforts.,2
62,62,62,62,1798,.why can't West Van have an empty homes tax? Who are you protecting? Not only does an empty home contribute to speculation but it contributes to the climate crisis. Let's get this going! ,1
63,63,63,63,4445,When Comrade Bernie says “Climate Change” once a paragraph you know it's a fraud.,-2
64,64,64,64,993,"RT The number of assessed species on the is now 138,374 with over 38,500 threatened with #extinction. Discover more about their status and what can be done ",1
65,65,65,65,646,No we don't but a war in Ukraine would affect the whole of Europe. Australia? how did you feel about extinction rebellion and BLM protests?,2
66,66,66,66,4115,"When the same elites do not follow the rules they out for us plebs for covid do the same with climate stuff then you should really be awake to their shit right now, they are full of it, the same asshats pushing covid nonesense are the ones pushing the fear of Climate change",-2
67,67,67,67,630,1/2. current main policies focus: Climate change Electoral reform Professional public service Ethical leadership Immigration Rule of law Land reform and housing Quality education Social justice Non-racialism Economic prosperity....,0
68,68,68,68,923,"a) There is no climate change crisis b) Small fluctuations in atmospheric CO2 levels do not drive climate change b) Even If there was a climate change crisis & CO2 levels controlled temperatures, imposing a carbon tax on Canadians, would do practically nothing",-2
69,69,69,69,970,"Why don't people care about the harm caused by unmasking? The same reason they don't care about climate change, extinctions, pollution, slave labour, racism, refugees, war .........",0
70,70,70,70,1613,"If people really care about climate change and making an impact, it's got to be a team effort"" New technology promises to make clubs more carbon neutral. finds out how it works, and speaks to the first club to trial it, ",0
71,71,71,71,1703,Storms have NOTHING to do with climate change! Stop lying!,-2
72,72,72,72,1183,"If the extinction crisis continues unabated, our nation will lose our unique landscapes, #wildlife & #biodiversity forever, said our president & CEO. Read more: via #NationalBiodiversityStrategy",2
73,73,73,73,1333,Wrong on everything you've mentioned. Do you realise it's only big corporations who have decided we have to buy into something else. Has nothing to do with global warming -Oops they've dropped this phrase my mistake Climate Change  #Sucker,-1
74,74,74,74,4342,Her mad cow farts are creating climate change!,1
75,75,75,75,231,"But you don't believe in climate change & want to end efforts to address it! If you want the votes of women & men who care about our children, you HAVE to change your stand on that.",2
76,76,76,76,4249,ive saw summers where you see the tarmac on pavements softening so your shoe would stick this is nothing but brainwashing theres a crisis just like every other one oh hole in ozone layer oh global warming no no its climate change..bollocks,2
77,77,77,77,72,"The only place there is a climate emergency is in flawed climate models that predict armageddon in 100 years time. Reality is climate is driven by natural cycles, sun's energy levels and random events; not human activities. Good senator is following a disastrous political agenda.",-2
78,78,78,78,687,Umm dealing with the climate crisis would be a great thing.,2
79,79,79,79,97,"Climate change denial, general lying and obfuscation, misinformation, bollocks, hard act to follow is Lawson",-2
80,80,80,80,773,"RT ""I mean, it's strange that people think of Joe Biden as a leader for the climate when you see what his administration is doing,"" she said. ",2
81,81,81,81,1159,"There was lots of lying and fascistic barking about, among other topics, imprisoning prominent Democrats and public health experts. TFG repeatedly pushed the big lie, complained a lot, exaggerated, lied, and downplayed climate change",2
82,82,82,82,1143,"So Jesus was a zombie who wants us to eat his flesh and drink his blood, commonly known as cannibalism. But the climate crisis needs more proof. ",0
83,83,83,83,4485,"Yeah I just heard about Iversen yesterday lol. Everyone needs a gimmick I guess🤷‍♂️ We're gonna get hammered with vax mandate bullshit, then climate change, then midterms and 99% of indie media will lose their fucking minds and cover the horse race nonstop from predictable angles",-2
84,84,84,84,1000,"The planet we think we're living on no longer exists. Go through this insane thread to learn about the 6th mass extinction, climate breakdown & ecological collapse, all caused by the destructive madness of corporate capitalism. System change required ",2
85,85,85,85,394,"Nature is very unforgiving...If you destroy nature, it will destroy you. Haula Amina wows crowd, remembers the late Prof Wangari Mathai with her poem on climate change during the seventh Devolution Conference in Wote, Makueni County ",2
86,86,86,86,4061,Oh yeah Biden's fantasy land climate change plan during the pandemic gonna fuck everyday people even more ,-2
87,87,87,87,1766,"A reporter just asked Trudeau if the Ukraine crisis should be prioritized over the climate crisis? A world on the brink of world war, and a reporter wants wind farms to take priority. Canadian msm 2022.",0
88,88,88,88,829,#WeekinReview! Climate Change Causing Irreversible' Losses: United Nations ,2
89,89,89,89,4180,you know how forest fires work that's the unpeg every year in May terra washes out all the loopooors kinda like the bitcoin cycle but 4 times faster any coin that survives 2 of these gets inducted into the blue chip hall of fame jus sayin,1
90,90,90,90,1136,"If you're blaming Biden and the rest of the Democratic Party for two conservative Senators and a few conservative House members who are holding up voting reform, student loans, health care and climate action, you're clearly just acting in bad faith because you hate Democrats.",0
91,91,91,91,173,The deniers freedom of speech has been a tissue of lies from dawn to dusk that has delayed and thwarted climate action for decades and pushed us into a nightmare world of an ever warming planet Will Musk now give deniers a free run on Twitter to send out their attack dogs,0
92,92,92,92,4298,Who cares about the propane tank my question is I thought we were in a climate changing the oceans were going to overflow the coast lines what happened to that theory huh come on you climate control people. Oh that's right there's no such thing as climate change and they know it,-2
93,93,93,93,1035,It's time we learn to live with cancer. It's time we learn to live with the opioid crisis. It's time we learn to live with climate change. It's time we learn to live with crime. Said no one ever. We are trying to minimize all of these. So why not do the same with Covid?,-1
94,94,94,94,338,"14:58-19:08 Question to Cllr Picton from Jamie about Shropshire Council's commitment to tackling the climate crisis Jamie: ""How does this commitment square with North West Relief Road?"" 25:44 Discussion about moving Pension Fund investments out of fossil fuels @FossilFreeShrop",1
95,95,95,95,1403,"At a time that the science is clear of what needs to be done and the window is closing, there is no sense of urgency. They don't treat the climate crisis as an emergency  on the #COP26 outcomes. ",1
96,96,96,96,750,Saw a bumblebee earlier. Probably a young queen confused by the warm weather. There are no flowering plants to provide nectar. Nature is struggling to deal with man-made climate change ,1
97,97,97,97,237,"Christian Nationalists, our biggest domestic threat behind climate change. They want to live under His Eye & I want to jab a finger in it. I don't often use the word evil for human behavior but this bullshit os evil & it infuriates the hell out of me",0
98,98,98,98,1908,What is the link between #gender equality & climate change? Join the conversation with the passionate environmentalist #AmaniNiDada #IWD2022 #BreakTheBias ,0
99,99,99,99,4147,RT We who remember the years passed know there is no climate emergency in July it has been this hot in July cinc we started recording temperatures don't believe me look it up and not just believe propaganda,2
100,100,100,100,161,#Floods affect more people across the globe than any other disaster. The deadly floods that ravaged eastern Australia earlier this year were a tragic reminder of the increasing threat posed by extreme weather events as the #ClimateCrisis deepens. ,2
101,101,101,101,975,GOLDSTEIN: Trudeau failed to cut greenhouse gas emissions as promised Via @sunlorrie,0
102,102,102,102,461,Here is some terrifying video of.....climate change. ,0
103,103,103,103,1493,Climate change hysteria was weaponized by the anti left to attack free enterprise/capitalism since Socialism/communism cannot compete. MSM/Marxist dems sacrifice our individual/economic freedoms so socialism can win.Trillions will be wasted whilebuilds 200 coal power plants. ,-2
104,104,104,104,1606,More propaganda from Fake News RTE! The Arctic and Antarctic Winter ice has grown in the last 13 years! There's no increased sea level rise or extreme weather! All nonsense!,-2
105,105,105,105,17,Climate change is a hoax just like Covid. It's all about rape and torture of innocent children!,-2
106,106,106,106,1961,"Did you know that human use affects more than 70% of the global, ice-free land surface? Find out more about the interactions between people, land and climate in a warming world in the Special Report on Climate Change and Land #SRCCL   https://t.co/zhaITAqAXt #ClimateReport ",1
107,107,107,107,4484,"I feel more, it's a part of bigger plan when this “emergency” ends, what will be the next one? Smallpox as promised by Gates or end of the world by climate clique?",0
108,108,108,108,858,It's in recognition of global warming and its devastating effects. Brilliant.,0
109,109,109,109,723,Joe Biden has initiated an economic war on America and it's citizens for this fake climate change agenda. This man will be responsible for the greatest economic disaster in world history if he doesn't change policies soon.,-1
110,110,110,110,969,Don't we have like 7 more years to do something about global warming before the effects are irreversible? ,2
111,111,111,111,4225,Your obviously to stupid and in the dark to know just keep your blindfold on everything is just fine in this country no real issues well there are a few like climate change and things like that you know important stuff damn your an idiot,1
112,112,112,112,883,RT southeast asia contributes around 3.5% of global emissions yet countries like the philippines & malaysia bear the full force & injustice of climate change. we need climate reparations & the annual $100 billion climate funding promised by rich countries for developing nations!,2
113,113,113,113,872,Much more of this global warming and we are gonna die from thirst,2
114,114,114,114,1799,"RT Manchin is demanding that Democrats strip away most of the climate change provisions from the reconciliation bill. Climate change is an idea whose time has come. The crisis is severe. The environmental, human and budgetary costs are immense. Inaction is no longer tolerable./6",2
115,115,115,115,61,"Can someone ask Horner about climate change or another pressing issue? The man has all the answers, let's put him to good use  ",0
116,116,116,116,508,"RT If we (people who give a shit), want to actually slow the climate crisis, we've got to stop the bullshit gatekeeping and start using ""Yes, and"". Criticizing #DontLookUp in isolation is so self-defeating. It's one take. Let's make a million variations and tell a million stories.",2
117,117,117,117,747,"It's all written in geological formations and ice samples. So yes, we have a very good idea of rates of change in the earths climate and weather patterns.",2
118,118,118,118,4056,"Here is reality for you, I think you lot on the left are off your rocker. Just divisive lie after lie now screeching money when a rumour elon musk donated 40k to original go fund me. Imagine that a guy who actually is doing something for climate change. ",1
119,119,119,119,1988,RT The media desperately trying to avert attention from the probable cause of rising heart conditions in 2021 - everything from poor diet to climate changeit would surely take a rather sudden and aggressive change in diet or climate to explain the rise ,-1
120,120,120,120,1145,"Saw one of their propaganda full-page ads in today's SMH, claiming already 20% reduction in greenhouse gas. Costly lies.",0
121,121,121,121,839,"as it will force us to stop our factories and wheel of carbonic life for many months,then,it raises the intensity of the unprecedented climate war to destroy the global warming theory? Imam Nasser Mohammed Al-Yamani 14-10-2021 #They_Say_A_Shelter_Is_Needed Omicron MEeXN3",2
122,122,122,122,82,I don't think it matters if it's climate change or a natural phenomena if shit is hitting the fan it's still hitting the fan ,0
123,123,123,123,311,"As the #ClimateCrisis worsens, flooding is expected to increase 26% over the next three decades. We've already seen how flooding has & will continue to disproportionally hurt poorer communities that can't afford the high costs of increased flood damage. ",2
124,124,124,124,4286,damn dude you really know fuck all abt climate change huh,-2
125,125,125,125,4440,RT 1. people who accept climate change and think it is caused by humans 2. people who accept climate change and think it is caus,0
126,126,126,126,709,Climate change propaganda should be put on hold until after the war.,-1
127,127,127,127,743,What if they have conflicting interests? Like a northern country (wrongfully) may not care about climate change so much.,1
128,128,128,128,226,Sunak's measures  described as woefully inadequate by charity National Energy Action's chief executive Adam Scorer  have been met with widespread criticism. - @BylineTimes ,0
129,129,129,129,4168,just like global warming and the world's going to end he buys your home on the water for millions of dollars something wrong here,1
130,130,130,130,1756,It would be insane to allow the for-profit utilities to kill rooftop solar in California as the climate emergency intensifies. is 100% right. ,1
131,131,131,131,1701,1) this is timed release off-ramp to avoid civil war in USA as many of us have entrenched (30% to 40% - and our side has the most guns). Govt will back off covid and then execute operation climate emergency. Then internet down. Then currency collapse. 2) Look alt-Hollywood rising,0
132,132,132,132,1258,"RT 2021 climate catastrophe in Africa is brutal but forgotten: Devastating floods in Uganda and Nigeria, world's first climate famine in Madagascar and Algeria's extreme heat-driven wildfires which caused more damage than blazes from 2008 to 2020 combined ",2
133,133,133,133,4425,Mordant says climate change is a myth. The oil industry pays her six figure sums to say so ,-2
134,134,134,134,1438,Probably best answered by Climate Crisis Critic What's our choice in #TorontoDanforth? HT #WalkTO #BikeTO #AODA ,0
135,135,135,135,343,Extinction Rebellion Climate Emergency  Save Our Seas ,2
136,136,136,136,4400,"RT In read a conversation with one of the only men to escape from Earth. “I asked him if he tried to stop [climate change] from happening, and he said yes, of course. I asked him how, and he said that he had done something called recycling.” ",0
137,137,137,137,4200,he da reason climate change is solved bless,1
138,138,138,138,813,"The 97% bullshit has been laughed at, reviewed, shown as a fraud, complete crap. And the bulk of scientists dispute climate change theory, and mankind's responsibility. Climate change theory is a cult, a religion, not science.",-1
139,139,139,139,4019,My 7 year old nephew thought climate Change was a football team what 8 year olds sits there talking about COVID and Climate change load of bollocks. ,-1
140,140,140,140,39,Turns out it was the wrong kind of wind due to climate change,0
141,141,141,141,336,"""Unlike the Great Depression [] we have a chance to prevent the worst financial harms posed by climate change before they happen, and protect those who can least afford increased financial risk."" ",1
142,142,142,142,40,"People that say overhead catenary wires are ""ugly"" confuse me so much. You know what's uglier than wires? Dying from climate change...",2
143,143,143,143,4221,"There is no climate emergency, it's a propaganda junk science scam. CO2 is a benifical gas that is at historical low levels.",2
144,144,144,144,4426,"RT A bit apocalyptic but basically you are so right, the ‘Climate Change/Global Warming' religion is nothing more or less than an absolute SCAM, it has nothing to do with CLIMATE and EVERYTHING to do with CONTROL, CONTROL of us, the PEOPLE by the ELITES! ",-2
145,145,145,145,1521,"In #climate legislation, every word matters. For our 2nd Tip of the Iceberg, Ethan will address what this change in the Glasgow Climate Pact means for global climate efforts. Contact us on Patreon, email, or social media to have your question featured on this week's episode  ",0
146,146,146,146,4462,"RT Biden can't say “American ingenuity/vaxes saved us, get back to normal!” B/c progressives will say “Only able bodied cis ppl can be normal!” Biden can't say “we'll alleviate gas prices & further isolate Russia by drilling” B/c Slate will say “Biden green lights global warming”",0
147,147,147,147,4038,global warming is the next big scamdemic has nobody noticed that only the ordinary joe ever pays for all this shit,2
148,148,148,148,1946,The US is pushing fossil fuels as an answer to the energy crisis Putin's war created. There's a better way: boosting efficiency and renewables. ,2
149,149,149,149,859,A refugee because of a global catastrophe that people ignored. Climate change and refugees are a not unusual elements of superman mythology,2
150,150,150,150,1089,"RT There are enough things in this world that are killing people... guns, climate change, inequality, COVID 19, totalitarian governments... music shouldn't have to be on this list.",1
151,151,151,151,1661,"""The Western U.S. is in the midst of its worst megadrought in 1,200 years, and the climate crisis has made the drought 42 percent more extreme than it would have been otherwise."" ",1
152,152,152,152,4220,i know ppl say don't look up is bad but it's actually terrifying. this is what all y'all climate change deniers look like. you'll be in the same place as those at the president's rally who get mad when it's the end of times angry that you were “being lied to.” you didn't listen.,1
153,153,153,153,717,RT The PPC is literally openly racist and xenophobic and rejects climate change but okay vote for them because hurr durr no mask mandates!!,2
154,154,154,154,1285,Why our secret weapon against the climate crisis could be humour #dontlookup ,0
155,155,155,155,1378,"RT The dominating theme at COP26 will be 'How do we convince poor people to make sacrifices in order to combat climate change, whilst not giving up the good things in life ourselves'",1
156,156,156,156,4001,Al Gore was number one on global warming had to watch a scare video he put out in elementary school. I'd say your right some time after Clinton so Bush or Obama not sure.,2
157,157,157,157,635,Exclusive: Scientists warn that there may be no ice at North Pole this summer (Spoiler: from 2008) ,1
158,158,158,158,705,We have the power to reduce the amount of food that goes to waste and have a positive impact on climate change by making changes right at home by planning ahead to reduce food waste: #HennepinEarthDay2022 ,2
159,159,159,159,4187,"In the suburbs, they make their children mask too. I believe they actually they think they are making a difference... kind of like climate change... ""gotta do my part"" while the elitists fly on personal jets ",1
