weibo_id,weibo_content,标注人S,标注人W,label_sw
4191594120501432,#南极漂来一块浮冰#太会玩了吧，是真的吗，应该是从冰箱里刚搬出来的吧，我也来支持一下，难道全球变暖都不化了吗，会一直喜欢永远支持了，一直都支持你，曾经的我们现在已经慢慢长大了，你怎么是从南京飘过来的呀，我觉得不一定是南极的吧，一直都在支持。,1,1,1
4342392880646686,“最初，没有人在意这场灾难。这不过是一场山火，一次旱灾，一个物种的灭绝，一座城市的消失，直到这场灾难和每个人息息相关。#首个因气候变化灭绝的哺乳动物# ,1,1,1
4398317846672932,【致敬！“烧烤模式”汗如雨下坚持工作的人们！为你们点赞！】高温预警四连击！高温橙色预警驾到！在备受“烤”验的高温季，许多人都窝在空调间不想出门，却有一群劳动者，为了守护大家的清凉，坚守在高温一线，我们总能看到他们衣衫汗透的忙碌身影。——,3,3,3
4245019869075402,今天又创下这近10天的新高温，37℃超过19个站。这样在空调之外工作的确实不合适，突然想起送外卖的，送晚了，点外卖的千万别怨言；建筑工作者注意多休息，此时段不宜长时间工作，看看路面、沥青、玻璃等温度，这真的会烫伤的，高温“烤”验，生活不易，辛苦啦。 ,3,3,3
4409806322520869,转 // #天天快报# 《新加坡即将面临“生死存亡之际”，砸1000亿自救！》商务合作+微信：   xxyun987  ......由于全球变暖，海平面升高，作为低洼小岛的新加坡，很可能在不久的将来大面积被淹，全岛已到了生死存亡之际 ,1,1,1
4255637841496985,炎热的天气让人变得烦躁不安，不仅影响自己的心情，也给家庭带来不和谐的诱因，如何让我们不因气候变化而产生烦躁。本课程教你如何通过饮食调节，让这个夏天变得清爽  ,3,3,3
4530865222975565,"沙特阿拉伯，说到这个国家，第一想起的是取之不尽用之不竭的石油，第二就是中东地区干旱的沙漠。但是，全球都面临着极端气候，向来干旱少雨的沙特，竟然遭遇暴雨，发生水灾了！！！[衰]   http://f.video.weibocdn.com/XRErh07plx07F886kkuQ010412004DCz0E010.mp4?label=mp4_ld&template=360x718.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1CwnkDw1GXwCQx&Expires=1595789804&ssig=8vo%2FVyg3EU&KID=unistore,video",1,1,1
4388254897622095,#地铁人生# 高温预警，晴空万里也会突然来阵大雨蒸煮一下。喜欢有空调的地方。加班后在闹市中来这安静小店吃饭，大排档风味，好吃不贵，总共15块，非常的有“镬气” ,3,3,3
4512444141972459,//@翎奇://@牙科有科牙 :完了//@Reisen优昙华量产型 :完了//位于西伯利亚的，全球最大的镍和钯生产商诺里尔斯克镍业公司（Norilsk Nickel）的一个发电厂的燃油箱，在上周五坍塌了...目前认为，坍塌原因是【气候变暖导致的北极冻土层融化】...而且因为Norilsk市的地理位置和油污量，清理工作将异常艰难.,1,3,
4118297589229520,这三条都很对。1）tpp违背历史发展的潮流，违背经济规律，早该废除。2）问题是要解决空气污染，而不是气候变化。3）我凭什么要拿自己的钱去援助不相干的外国？,3,3,3
4342429370913628,冰川融化，海平面上升，不懂就多看书，别一天像个傻子似的，杠蛆是不是要问你怎么知道融化了？你见过了？举个例子，你见过刘振华杀捅了空姐十几刀了？你见过四川大地震和天津大爆炸了？//@麻婆豆腐十元一份:回复@羁绊与不安:你怎么知道气候变暖了[费解],2,1,
3989664019415442,"昨天想着什么时候要试一下的波丝煎饺和野菜煎饼今天就吃到了负一层的番茄牛肉面真心总是想吃就是又忘记说不要葱新添的蟹味小菇加了辣酱好好吃今天喝水喝好多昨晚好容易睡着今早冲澡洗漱结果迟到没吃早饭加高温真心感觉要晕倒下午考完口语待在空调机房真心不想走又去了趟火车站改签了日期这么热真心不忍<a href=""/single?id=3989664019415442""...全文",3,3,3
4293113570220380,【学霸+“官二代”！诺贝尔经济学奖颁给他们：平分684万 多次造访中国】瑞典皇家科学院8日宣布，将2018年诺贝尔经济学奖授予美国经济学家威廉·诺德豪斯（William D. Nordhaus）以及保罗·罗默(Paul M. Romer)，以表彰他们在经济学中气候变化与技术创新领域的贡献。最新的两位获奖者在业界可谓成绩斐然， ,1,3,
4407084000899914,祈愿世界和平，国家风调雨顺，国泰民安，祈愿世界人心向善，全球变暖停止，南极北极冰川停止融化，阿弥陀佛🙏 ,1,1,1
4066101426186336,减少物质生产，碳减排，不仅是为了气候变化……//@笔触媒环境科学: 有说，65万年以来，大气中的二氧化碳的浓度从没超过300ppm。,1,1,1
4140096599525155,[泪]//@动漫基地:心疼哭QAQ//@念那年夕夏: 好可怜。//@ACG动漫君:第一反应是全球变暖 后来就知道是屠杀了[悲伤],1,1,1
4440382055901777,"威尼斯阿威尼斯阿[泪] 50年来最严重淹水,几乎覆盖全城! 不晓得摩西计画是否能够应付极端气候下的气候变迁 #欧洲万花筒# via: ",1,1,1
4407063503169724,#气候变化#所引发的更加恶劣的暴雨天气以及降雨频率的变化预计将使部分干旱区域的水土流失现象进一步恶化，但我们可以采取一些保护措施减少土壤的流失： 植树造林&重新造林； 恢复已退化的森林； 避免过度放牧； 用更加多样化的轮作代替秋耕闲地； 提高灌溉技术。 #气候行动# ,1,1,1
4410040927105140,很少有歌手像Hozier一样，在超过万名观众的演出表演前喝起了长时间的咖啡，激情地谈论着地球的冰川融化、全球变暖以及恒星宇宙,1,1,1
4247131910748793,今天老妈要回去了，伤感情绪戛然而生，回想起来这一个月里，自己连拖把都没有拾起过，真是惭愧！老妈因身体原因而不能吹空调，每天忍耐炎热高温还给我们做着各种家务，也不喊累，不喊热！来到陌生的环境，每天也就只能散散步看看电视搞搞卫生，消遣时间了。老妈在，每天才有可口的饭菜，才不会感到孤单 ,3,3,3
3976991415909409,[可持续发展] 联合国开发计划署和伊斯兰开发银行集团（IDBG）昨日在雅加达签署了谅解备忘录，标志着两大发展机构将加强合作，推动可持续发展目标有效施行。双方的优先合作领域包括：危机预防恢复、减贫、创新、灾害风险管理、可持续能源、气候变化、能力发展建设、知识共享等。网页链接,1,1,1
4191302906118147,#美丽草原我的家# #库布其时空# 【那片沙，那片绿，那片情】2018年的第一天，我想起库布其，思念亿利人。库布其大漠见证了这样一个事实：草原是沙漠的前世今生。有史可考，2000多年前，中国第七大沙漠库布其还是水草丰盛的绿原。气候变化加人类活动改变了她的命运，草原退化，荒沙漫漫，成了近代和现代 ,1,1,1
4184920165197551,//@NASA中文:北极海冰不断退化，取而代之的是不断北移的“绿化”。http://t.cn/RT6Fda2来去之间: 高纬度地区会更易居[挖鼻][摊手]？//@刘大可先生:我更担心的是，这样的气候变化已经不太可能及时遏制。地址史上的变暖进城总是非常迅速，一旦改变了全球水热分布，政治格局必然大变，那才是真正的动荡之,1,1,1
4225388211200128,#科治好#   清明饮食应三多三少     《岁时百问》中说：“万物生长此时皆清洁而明净，故谓之清明。”每到这时，生机无限，是二十四节气中最令人心旷神怡的节气。不过，此时气候变化一般较为频繁，而人体此时又对湿寒的抵御能力下降。上海中医药大学附属岳阳中西医结合医院营养科医师张福东表示，此时节 ,3,3,3
4532179038118391,连续近一个月的高温天气，终于在昨天下的雨中降了几度下来，可以不用开空调的睡个好觉，晚上睡觉可以呼吸新鲜的空气，回归自然的感觉真好！晚安！😴 ,3,3,3
4087771377652730,那边又热又干燥紫外线又猛，我一个人类在户外久了都难受，何况是动物[笑cry][笑cry][笑cry]但气候变化不能逆转，现在能做的只能是尽可能保持现状不要让其继续恶化了…,1,1,1
4184879987583547,#煤炭要闻# 【世界银行：2019年后不再向油气项目提供贷款】世界银行12日在巴黎发布公报说，为支持应对气候变化，世行在2019年后将不再向石油和天然气勘探和开采项目提供贷款。 公报同时说，最贫穷国家的那些能让贫困人口受益且符合《巴黎协定》要求的天然气项目仍将获得资金支持。 世行表示，将在明年 ,1,3,
4512444581601916,哎//@糖油果子蘸芝麻://@西园寺元updated ://@Alex_安安 :卧槽....//@猫盟CFCA :天呐…//@中国鲸类保护联盟 :看了一下新闻...位于西伯利亚，全球最大的镍和钯生产商诺里尔斯克镍业公司的一个发电厂的燃油箱，在上周五坍塌了...目前认为，坍塌原因是【气候变暖导致的北极冻土层融化】..,1,1,1
4013675293930302,【印媒称中国下月将遭6次台风：拉尼娜现象作祟】原标题：印媒称中国下月将遭6次台风：拉尼娜现象作祟 核心提示：受全球变暖及拉尼娜现象的影响，中国沿海地区的海平面位置高于近年同期水平。印媒称中国下月将遭6...,1,1,1
4353426529539681,CMA检测做完了。 检测前三个小时，我打开柜门30度高温空调模拟夏天环境定时两小时。临检测十分钟我到家等待检测师傅上门。好奇，进房间待了一分钟就受不了了，头晕，嗓子干疼，实在可怕。 如果这还测不出问题，押金不要了我也要退房。如果出问题了，某如你就等着吧。 交着全小区最贵的合租费用，你就给 ,3,3,3
4407397697082452,【气象科普（232）：气候波动对全球粮食产量影响几何？】 IPCC《气候变化与土地特别报告》指出，气候变化已经在影响粮食安全，并且未来的影响将越来越大。气候波动究竟可对全球粮食产量产生多大影响？近日，美国哥伦比亚大学和国际食物政策研究所的科学家在《科学进展》发表的一篇文章给出了答案。该研 ,1,1,1
4162127482848278,又到了过敏季，很多朋友都有皮肤过敏的困扰。其实过敏并不是真正的过敏，而是因为秋天空气干燥，气候变化频繁，肌肤未能及时适应换季带来的环境压力因而剧烈缺水导致的，因此想要抗敏，补水是关键。亚洲人的皮肤PH值在5.5左右，碱性护肤品容易和皮肤的酸性进行中和，导致越用越干。所以弱酸性才是首选 ,3,3,3
4505350017688807,#小饭桶和大头##大头渣实锤# 根据网友举报说 ①一八年底在和多名网友同时撩骚约p ②19年一月就和桶桶在一起了三月才发在朋友圈 ③在一起一年半总共发了一条朋友圈是关于桶桶 ④因为不删前女友微信且态度极其恶劣 直播时曾经更是说 我们视频那么甜现在直播又吵架 ？ 捆绑消费我们的感情和桶桶 ,3,3,3
4410337014847240,只有在刚入手新化妆品的那几天才会认真的抹脸，没过一个月就开始瞎涂了，还有和我一样的三分钟热度女孩吗[笑cry][笑cry][笑cry] ,3,3,3
4224700949072408,【研究称气候变化可能影响粮食供应[思考]】团队分析了气候变化对全球122个发展中国家和最不发达国家的粮食供应影响，这些国家主要集中在亚洲、非洲和南美洲。部分影响已经不可避免，但如果能将升温幅度控制在1.5摄氏度之内，大约76％的发展中国家的粮食生产所受影响程度将比升温幅度在2摄氏度的情况下 ,1,1,1
4398403242981538,【42.6度高温刷新纪录！#巴黎市民吐槽地铁没空调#：热得快要窒息了[衰]】7月25日，巴黎气温创纪录达到42.6度。巴黎地铁内气温达到近35度，公交车厢气温一度达到近50度。巴黎地铁只有3条线路装有空调，5条线路装有冷却车厢的通风系统。,1,3,
4191598265073806,#南极漂来一块浮冰#真是一个大爆料一下的呢！赞，难道全球变暖都不化了吗，这么大的新闻消息我要告诉大家，难道真的有这样的事情发生，我这样美丽的地方，这看起来很不错了哈哈[坏笑]，在三亚看见的是什么鬼，[doge]暖和的天灯兵竟然不回话的呀，什么东西，我也想去玩。,1,1,1
4081956495328212,3月5日是惊蛰，是24节气中的第三个节气，惊蛰的意思是天气回暖，春雷始鸣，从这一天开始，春天也就离我们越来越近了。那么惊蛰这天，我们有哪些风俗？气候变化，会对人们的身体产生哪些影响呢？蓝睛记者为您揭秘！ 秒拍视频 . ,3,3,3
4443285739496772,"【#考拉或面临功能性灭绝#：大火毁掉80%栖息地 已有上千只考拉被烧死】近日，澳大利亚考拉基金会主席称，近两个月的大火毁掉了考拉80%的自然栖息地，至少有一千只考拉葬身火海，加上自然栖息地恢复难度大以及气候变化和疾病威胁等，可爱的考拉正面临着功能性灭绝。（@新华网） http://f.video.weibocdn.com/001B9fr4lx07ySZfrqk001041200d2ue0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1574852429&ssig=WmmYd9UBED&KID=unistore,video",1,1,1
4245542139342079,下午出去的时候被困公司电梯，卡在六楼好久，39度高温天气才坐下不到五分钟，空调坏了，然后焗了半天桑拿[捂脸][捂脸] 回家的时候电梯也坏了只能爬楼梯，终于结束多年来的群居生活，恢复单身孤寡老人的节奏了，然后搬个家，才发现全身伤痕累累，[允悲][允悲][允悲] 今天真是人品大爆发了[泪][泪][泪] ,3,3,3
4463508475363952,天启四骑士//@西门乔治SG:干旱对蝗虫特别有利，所以归根到底还是全球变暖。//@伊谢尔伦的风:小时候只看文字，对蝗灾的理解还是不如直接看视频清楚//@楚惜刀: 就这样人类还打仗//@欧美二线品牌: 天启四骑士，澳洲那大小动物死一堆了,1,1,1
4463869684288259,人类总是因为“欲望”而造成很多伤害 为了城市的发展我们破坏很多自然环境 迫使很多动物没有了生存的环境 全球变暖，天气各种变化也导致很多灾难 前段时间垃圾分类、倡导保护地球 澳洲的森林大火 到现在的疫情。 其实发生那么多就是在警告人类保护地球 我的观念里所有生命都是平等的 无论是再渺小的动 ,1,1,1
4334524596313266,#王子异[超话]# 💎 #和王子异一起做公益# 一起听“海豹的守护者”王子异讲述海豹的故事，携手@WWF世界自然基金会 ，共同应对全球气候变化，从你我做起，还萌萌哒的海豹一个家[米奇比心]@王子异,1,1,1
4518404454081442,亲爱的自己杀青才两个多月就出预告要播了，重启杀青都一年两个月了还只有一个模糊的片花。说好2020年第一季度上线的，现在第二个季度都快过完了[二哈] ,3,3,3
4068434809469952,是什么导致了澳洲史前巨兽的灭绝？依然在争论不休。这篇刚刚发表的文章称找到了证据证明并不是人类导致的而是气候变化，图二的巨兽Zygomaturus trilobus的化石表明它们和土著人共存了至少17000年。（看文末的相关文章标题，第一和第三就完全是相反的观点）O雨林鸟 ,1,3,
4386936402142727,在我们脚下的蓝色星球上，有71%的表面被海洋所覆盖，它们所蕴含的水源占到了地球总水量的97%。海洋本来就是地球表面最大的储热体，也是最大的热能传送带，它们决定着每一寸土地上空的气候变化。而就在这蕴含无数奇妙的水面之上，还拥有着一股强大的海洋力量。#李楠说道#  ,3,3,3
4430153792894298,有钱任性！为了应对高温，卡塔尔政府在户外安装空调降温  众所周知，中东一些盛产石油的国家可以说是富得流油，但是这些国家的气候条件也十分恶劣，夏天要面临高温的炙烤。不过有媒体就报道称，中东国家卡塔尔将考虑在户外的人行道和一些购物商场外面安装空调降温，以应对动辄40摄氏度以上的高温天气。 ,3,3,3
4342963947154590,网上有声音怕什么，再大声跟司法权力体系也不是一个次元，除非能破次元壁。权力机构很明白，屁民也就能在网上闹腾而已，对他们不构成任何实质性威胁。限流以后，声音分化，更不成气候//@奶油味的病娇:更更更可怕的就是网络上闹得这么大 施害者任然屁事没得还能接受赔偿 这真的不公，真的令人恶心,3,3,3
4191596046199302,#南极漂来一块浮冰#有没有图片，让我们见识下南极的浮冰，我也很想去看一下，难道全球变暖都不化了吗，你有图片呀，亲眼见到自己才相信，[喵喵]我想知道这件事情到底是不是真的，亲眼所见。,1,1,1
4531887761260607,天理不但规定着个人的因果报应，也规定了一个地区，一个朝代，一个国家甚至一个世界的因果报应。天灾人祸就是共业所造的恶之果报，温室效应就是一个最好的例子。一切都在天理的范畴之内。 【谁在操纵命运】 ,1,1,1
4263862767303029,我为什么要贪小便宜 买nature republic的lip gloss来叠加？？？ 用少了 出不来我要的效果 用多了 它就像融化的冰川一样沿着我的唇线慢慢往外融 随着时间的推移 我的嘴会变得越来越大 全球变暖真的很危险 大家要保护环境呀 ,1,1,1
4170321562713608,@夏天了Y_: 英媒：专家警告气候变化将成为21世纪最大健康威胁。大气中二氧化碳水平已达到300万年来高峰。世界气象组织称，上一次达到这一峰值时，海平面比现在升高19.8米。二氧化碳水平增高“破纪录，归咎于温室气体的排放和厄尔尼诺气候现像全球范围内与天气有关的灾害增加了46%，热浪问题尤为严重。,1,1,1
4037105153900491,【解振华：发达国家支持应对气候变化要列时间表】中新网11月1日电 中国气候变化事务特别代表解振华1日谈及应对气候变化问题时表示，希望发达国家要把向发展中国家提供的资金、技术、能力建设支持落实到位，让发解振华：发达国家支持...,1,3,
4455017522345449,好像朋友圈的男友都一样，送各种礼物各种惊喜各种嘘寒问暖，但是看着她们我也蛮开心的[笑cry]又酸又甜，全球变暖了 ,1,1,1
4130054730805988,【[话筒]高温福音！可以穿的“空调”来啦，还是航天科技！】近来连日高温，CD君表示热҈的҈字҈都҈出҈汗҈了҈[允悲]。中国航天科工集团公司第二研究院206所利用航天技术研发了一款可穿在身上的空调衣，并已投入市场。产品由液冷背心、制冷单元和电源组成，空调机体积小、重量轻、使用方便，可背负 ,3,3,3
4413276953815697,全球变暖。 今年的夏天没有雷鸣闪电，空调也没有开过几次，秋老虎势头明显也很不足。 我真的为环保问题操碎了心。 ,1,1,1
4203458041606031,最近让我感觉保护生态环境的紧迫性的两件事情： 日本鳗鲡今年几乎绝产 以后可能没有鰻丼吃了。 可可受气候变化影响绝产 以后可能没有巧克力吃了。 ,1,1,1
4532093038889042,【让人又爱又恨的泰国“续命神器”--空调和“空调病”】泰国一整年都是高温难耐，而拥有一台空调简直就是在泰国的“续命神器”。尽管我们都从父母的“养生”朋友圈中看到过“空调不能再吹啦！简直要人命”等等养生文章，但我们依然没有办法因为  #空调病#  而放弃吹空调。最近，泰国一家网站就总结了空 ,3,3,3
4360275194663443,【中国地表气温呈明显上升趋势】 国家气候中心对中国区域气候变化归因研究结论表明，中国近50年气候变化是由人类活动造成的温度上升趋势迭加自然的气候波动共同造成的。同时，从20世纪70年代到21世纪初中国变暖速率加大，其中快速的城市化对某些局地温度升高可能亦有不同程度的影响。  ,1,1,1
4406203868082680,在高温酷暑下，人总是有几分慵懒。人懒得吃，懒得动，懒得出门，唯一可以慰藉的，也就是一杯茶了。  记得93年，正好是大学毕业的那一年，很多同学找到工作，回家了或者是到单位了，宿舍里只有寥寥的几个同学。那年长沙的夏天也是非常的酷热，宿舍室内有温度计显示是43度，宿舍是没有空调，一天下来也就 ,3,3,3
4196332313029497,回复@晕过去的牛牛:哈哈哈哈没问题//@晕过去的牛牛:赚💰啊？带上🐮🐮//@雷同子:气候变化，东南亚也低温，下半年批发一些棉衣棉裤滑雪衫羊毛衫到新加坡马来西亚泰国卖卖肯定能赚一笔,3,3,3
4398719816312144,《地球每天“吞掉”数十亿吨海水，海平面还是在上升？人类该谨慎了》这绝对不是人类想要看到的最终结局，一切都是因为全球变暖温室效应所导致的严重后果，哪怕科学家一次又一次的提醒，也阻碍不了全球的环境受到破坏，看完，大家是不是真的要提起警惕心了呢。  当2024巨变时，当2 ,1,1,1
4458499855442961,短期不怕暴跌调整，最怕是幅度不够，核心机会不多，有时候一个月就1到2次，什么样的机会才叫核心机会呢？就是众所周知的核心龙头开始回调，这种核心龙头的地位极高，有极高的人气和地位，不只是板块的龙头，也是市场的总龙头，那么这样的票，值得认真对待，尤其是幅度越深，仓位就可以越大……当然，必 ,3,3,3
4319635064882060,"【12月17日发现ScienceOpen主题合集】 #ScienceOpen Collection#  Freshwater Cyanobacterial Blooms 淡水中蓝藻爆发现象对气候变化的挑战和预测未来环境具有重要意义。 Daniela de Figueiredo策划的这个系列旨在收集有关全球淡水中蓝藻水华现象形成和治理的研究信息。 Thank you, Daniela！ 合集链接 ",1,3,
4443195112482165,[伤心]//@扭力梁:根据竺可桢先生的《中国近五千年来气候变迁的初步研究》这部大作，5000多年前的平均气温比现在高3-4摄氏度，隋唐温暖期也比现在高2摄氏度左右，所谓的全球气候变暖不过是正常的冷暖期交替而已。,2,2,2
4483432279195435,@世青创新中心 #Youth4climate气候变化青年行动##世青气候行动# 气候寄语:低碳生活，改善气候，守卫地球 ,1,1,1
4167817026810180,#全球风暴# 我最怕高温天气，太阳大晒得大地皲裂，农作物不生长，人走到外面热得头晕目眩，到处面临着渴[熊猫]死、饿死……我可能只有整天躲在空调房里了 @罗布麻的家31 @庚随淘气81 @梁俊強2L13,1,3,
4532304834201491,七月底，今年夏天的感觉其实来得挺晚的。 全球变暖，可是体现在日常的气温，也是非常灵活变幻的存在，虽然确实感觉渐渐地越来越“暖”的逼迫，可是实际的夏天也确实是来得更晚了。 有很多等待我们的未知，呈现出的，可能是抽象与具像的一种更为复杂的表现。 一种变化，当变化产生时，也许是一种蒙蔽的 ,1,1,1
4374684177460221,发现现在真的陷入了一个恶性循环，气候变暖天气越来越热，夏天来的越来越早，太热了大家开始用空调，然后导致气候越来越暖，空调用的越来越多，更暖，更多……[摊手] ,1,1,1
4528403304156156,#IYSECCXII[超话]# [中国赞]@青年应对气候变化行动网络CYCAN 来咯来咯~下午场开始啦~下午是大神们的辩论赛，从昨天我就十分期待这场辩论。他们的主题是：能源新基建建设，应当以政府/市场为主。双方辩手的剑拔弩张，气氛很紧张嘛~看得我热血喷张！评委之一的陈铭曾经到我们学校做过演讲，当时的演讲是 ,1,3,
4363467877921006,今天才知道北极熊是捕食海豹来获取生存能量的 看了些北极熊和海豹的短视频  觉得它们都好可爱呀  可是自然选择永远是优胜劣汰 适者生存  随着全球变暖  它们的宜居环境越来越小  听说到2040年  ……  我其实挺有这种悲天悯人的心理的  感觉心里不是滋味  也不知道能为它们做些什么 our planet？  是这 ,1,1,1
4019620010767813,发表了博文《[健康分享]怎样预防肩周炎？》家庭防治措施1．注意防寒保暖由于自然界的气候变化，寒冷湿气不断侵袭机体，可使肌肉组织和小血管收缩，肌肉较长时间的收缩，可产生较多的代谢产物，如乳酸及致痛物质聚[健康分享]怎样预防...,3,3,3
4458809710127116,//@编辑态：沃日//@江氏小盗龙:野火的威力//@fengfeixue0219: 所以，“道路可以作为防火隔离带”在极端气候下只是个美好的想象[摊手]//@霜叶:唉……,3,3,3
4012685740014971,节约用电 //@龙泉卫计:【用电告急！成都要求公共场所空调调至不低于26℃】连续几天的高温，成都电网负荷屡创新高！成都市经信委发出通知，启动有序用电管理预案。,3,3,3
4019675450900796,【明朝灭亡的真正原因是天太冷】]明清易代是全球性“17世纪危机”的一个部分，而这个危机不仅是全球气候变化导致的，也是早期经济全球化导致的。明朝灭亡的真正原因是...,2,3,
4361457015004116,#朴志训[超话]# 🌹 #朴志训气候变化宣传大使#  190405  1st MINI ALBUM [O'CLOCK] 签售会饭拍 高清 感谢分享[中国赞],1,3,
4362876439417464,"#朴志训[超话]# [心] #朴志训气候变化宣传大使#  【中字】190419 气候变化宣传片中字  片源：Juice 翻译：甜南瓜 压制：东东 时间轴：东东  生日集资四期：生日owhat开屏任务：生日周边企划part 1 我家有个朴志训：solo出道应援part1:   http://f.us.sinaimg.cn/003tUuS6gx07tcWq85iE010412002m9x0E010.mp4?label=mp4_ld&template=640x360.28.0&Expires=1555733472&ssig=0hVh5e6sdE&KID=unistore,video",1,3,
4363513604487218,//@灭绝师太周芷若://@读陶:[泪][泪][泪]//@安德烈鲁勃廖夫://@猛犸君侯: 纪录片《气候变化：事实真相》，A站英字：  猩猩捍卫家园片段出现在31分50秒//@猫叔Mack:转发微博,1,3,
4518040949597626,#海信新风抗疫#海信真的太及时了，在高温下工作，医护人员太辛苦了，有了你们的空调和帐篷，希望医护人员能轻松一点点 ,3,3,3
4483784160284194,#好书推荐# 《谁统治地球：社会规则如何形塑我们的星球和生活》 在全球范围内，每年有50万人死于空气污染——超过每年战争死亡人数。 地球上每5种哺乳动物中就有1种遭受灭绝的威胁。气候变暖，森林衰退，每天我们都会听到生态危机的最新消息。实现社会发展的可持续性，我们要做些什么？ 许多人已经做了 ,1,1,1
4269809480870951,我真的是一个很容易就被影响情绪的人，我发誓这半个月是我这辈子经历过最郁闷且漫长的半个月，当外面三十九度而室内达到四十多度高温的时候，你的抱怨就会被那些在家吹空调还爱说风凉话的人说“免费汗蒸，这点儿困难都受不了，这对你来说是一种磨练，以后的孩子离开父母这根拐杖什么都做不了”，当时的 ,3,3,3
4286729551023019,美业环境混乱，气候异常，许多美业人迷茫失败只会咒骂行业不行。美业环境就是一个个美业人组成的，美业不好归根到底还是人不行，为什么不问问自己为美业付出了什么[思考] ,3,3,3
4405327343077550,【描绘全球变暖带给地球致命灾难的科幻色彩纪录片—《愚昧年代》】这部混合纪录！翻看公元2015年以前影像资料的悲哀和悔恨。通过一位年迈的档案保管员的视角：动画；戏剧！讲述了这位生活在的已被摧毁的未来世界中的老人：科幻等元素的纪录片 ,1,1,1
4360149294588169,今日生活小贴士：春天来到，天气转暖，致病的细菌、病毒等也繁殖迅速，传染病也容易发生。俗话说“春捂秋冻”就是因为春季气候变化无常，忽冷忽热，加上人们用棉衣“捂”了一个冬天，代谢功能较弱，不能迅速调节体温。如果衣着单薄，稍有疏忽就容易感染疾病，危及健康。大家不要为了“风度”而忘了“温 ,3,3,3
4352960747574747,#世界气象日#  全球变暖正以前所未有的速度发生，各种极端天气气候事件频频发生…气候问题应当引起我们的重视。 世界气象日，让我们一起关注气象信息，爱护地球 ,1,1,1
4524022195622032,#联合国可持续发展高级别政治论坛# 将于7月7日在线举行。今年，各国领导人将通过视频会议讨论解决全球重大挑战的方法，包括贫困、#气候变化#、和平与安全以及性别平等。受到#COVID-19# #新型冠状病毒#大流行的影响，多场会议将以如何在疫情后更好地重建为背景，就减贫、为发展中国家提供资金，保护地球 ,1,3,
