,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
29,29,29,29,29,29,29.0,643.0,Its twitter these dumbasses will always make something what its not i perfectly understood what meant and they will jeep saying your homophobic or some other bull to keep the argument going ,-1
30,30,30,30,30,30,30.0,293.0,RT Last year #Halloween drawings p2 Go around night you might be chancy Go around night while you are in dread youll get some candy our youll get yourself be head ? #yaoi #gay #bara #LGBT #Halloween #halloweengay #Halloweenart ,-1
31,31,31,31,31,31,31.0,103.0,... step back from the franchise is poorly judged. Everytime this happens I came here to tell you: SHE HAS CREATIVE CRONTOL OVER THIS IP. You should realize that many LGBT people respect her and stand with her. And that this is her world. #IStandWithJKRowling,-1
32,32,32,32,32,32,32.0,781.0,"RT ""They will keep you distracted with lies while once in power they have already threatened to take away voting rights, healthcare, medicare, safety nets and support services from ordinary people, vets, LGBTQ communities, women and minorities"" Fascism vs Democracy 1:01",-1
33,33,33,33,33,33,33.0,423.0,"If people are taking their fear of the future out on people with no power like LGBTQ+ people, disabled people, POC, Muslims, etc. then I have no common ground with them. If they can affirm everyone's humanity and rights, then we can talk.",-1
34,34,34,34,34,34,34.0,79.0,freedom of speech and being homophobic arent the same,-1
35,35,35,35,35,35,35.0,89.0,RT Throwing myself out there fuckin be nice. #transgender #LGBTQ ,-1
36,36,36,36,36,36,36.0,130.0,RT While I support Gay Marriage I don't have much sympathy either. We've seen how the LGBT Movement has moved the Goal Post in the West. What started as Gay People wanting to be left alone to Love each other became forcing people to use Gender Pronouns & Hormone Blockers for Kids,1
37,37,37,37,37,37,37.0,1101.0,RT SHAAP are delighted to have seen such a positive discussion surrounding the recommendations of our LGBTQ+ report in todays Members Business Debate. Thank you to all of those who contributed,-1
38,38,38,38,38,38,38.0,554.0,RT Answers that show support in accepting you for who you are. Can you share with me things that would have made you know for a fact that whatever your gender identity or sexual orientation (which we haven't entered yet) you will be loved and valued the same?,-2
39,39,39,39,39,39,39.0,476.0,"But the problem isn't just ""churches"" like this one, but also the very strong push lately to introduce legislation that is Christian faith-based, including banning birth control & same sex marriage because ""marriage should be between 1 man & 1 woman and sex is only for marriage.""",-2
40,40,40,40,40,40,40.0,1038.0,"tired of people saying he's done so much for the lgbt+ community when the ""so much"" is making terrible historical figures gay lin manuel miranda style",-1
41,41,41,41,41,41,41.0,879.0,"RT My work sent me an automatic reminder that Ive not yet shared my sexual orientation, gender & pronouns in the company profile. My work is asking me personal information about my sex life to keep in the company data system. #cdnpoli #onpoli",2
42,42,42,42,42,42,42.0,576.0,"I have no hate for Laura at all. I admire all that she does. Her actions dont change the fact that when you support the Cubs, you support known homophobic, anti-abortion racists whom helped Trump get elected, then helped to undermine our democracy",-1
43,43,43,43,43,43,43.0,862.0,"RT #wtpblue #onev1 #Fresh TODAY IN HISTORY Marjorie Taylor Greene hires Milo Yiannopoulos as legislative intern. Milo was once disinvited from CPAC for ""condoning pedophilia"" Now identifying as ""ex-gay,"" he's building conversion therapy clinic in Florida. ",1
44,44,44,44,44,44,44.0,117.0,"RT Hey and , I know youre busy, but the LGBTQ+ community is drowning in these attacks by state legislatures. Just the discourse around these bills is harmful. We need federal protections. Please. Not just words. Please DO SOMETHING.",-2
45,45,45,45,45,45,45.0,647.0,"You telling men to lick your nuts, is in fact homophobic. You know that, right?",-1
46,46,46,46,46,46,46.0,621.0,RT Gov. Ivey signs bill banning medication to transgender youth and transgender bathroom bill and it makes me wonder if this Ill-informed individual has ever MET A SINGLE TRANS PERSON IN HER LIFE?! I doubt it. Bigot.,-2
47,47,47,47,47,47,47.0,435.0,Lol wether she was assigned a gender at birth you cant change the human body after birth. My beef is not with a man wanting to be a female. My beef is with a biological man playing with females in a competitive setting. These women train their whole lives to compete against,1
48,48,48,48,48,48,48.0,157.0,"RT Queer community... you got that exactly right there. Bugger all to do with those of us in LGBT who don't call ourselves Queer. Try being homosexual without recognising biological sex, sunshine. It can't be done. #GetTheQOut",-1
49,49,49,49,49,49,49.0,406.0,RT just saw someone on tiktok call john watson homophobic did yall not hear his Its All Fine speech,0
50,50,50,50,50,50,50.0,133.0,RT How can antis exist when this shit is happening after 10 years are you serious right now? Just say you're homophobic or want Harry or Louis to be in love with you. Like admit it already. YALL LOOK WEIRD. ,-1
51,51,51,51,51,51,51.0,411.0,"RT Thanks for the first part. But regarding the second, I'm sorry you haven't seen as much of our LGBTQ community that I have around the World. Out of the tens of Millions of LGBTQ We are as DIVERSE as any other group & therefore EVERY type is loved by some & disliked by others ",-1
52,52,52,52,52,52,52.0,714.0,"Again, if you define secondary sex characteristics as part of biological sex, they can in fact change and hence you admit biological sex can change, in at least some part. Sorry you can't handle basic biology.",-1
53,53,53,53,53,53,53.0,774.0,"in 2021 and last they met 7 years ago??? shippers are quite annoying but when i said y'all has crossed the limit like this, y'all saying I'm homophobic. gosh ",-1
54,54,54,54,54,54,54.0,972.0,"RT RACHEL LEVINE IS NOT FEMALE Rachel Levine is TRANS. She identifies as a woman (gender), but is biologica",1
55,55,55,55,55,55,55.0,1049.0,"RT #Writers #WritingCommunity People know not to use racist, homophobic, and transphobic slurs in their writing. I'm here to introduce you to ableist language. From what I see on Twitter, many of us need an introduction or a refresher.",-1
56,56,56,56,56,56,56.0,439.0,"Born with sexual orientation is a point I can't really speak upon for I don't really have any knowledge of this, so imma leave this convo at that. I don't have children either so again these are convos that I have no words for I don't cause trauma. Maybe ill understand later on",0
57,57,57,57,57,57,57.0,668.0,Made more awful by how common it is. Every LGBTQ person has memories like mine.,-1
58,58,58,58,58,58,58.0,91.0,"He directly claims that kindness is the best way to help people reason when he is consistently snide, uncharitable, mean, insulting, and homophobic. I was pointing out the hypocrisy of someone who claims that then tells someone who disagrees with him that she deserves to die. ",-1
59,59,59,59,59,59,59.0,926.0,"Would you stop being homophobic racist sexist pro slavery and a anarchist , thanks",0
60,60,60,60,60,60,60.0,438.0,Today's democratic party is aligned with LGBT and trans agenda. The current state is anti nuclear black family. Those are not conservative ideals. We put these people into office at alarming numbers. Unless you are insisting that was still the best available option.,2
61,61,61,61,61,61,61.0,575.0,RT oh WTF is going on why can't i type TFTFTF what is wrong with this? where the F is the LGBT flag? ,0
62,62,62,62,62,62,62.0,160.0,"Yes it does. It specifically excludes ""classroom instruction on sexual orientation or gender identity"". Not sexual education altogether. But sexual orientation or gender identity, two fundamental issues to the LGBTQ community.",-2
63,63,63,63,63,63,63.0,927.0,"I know theres still a lot of disgusting ppl attacking them & stupid things like dont say gay in Florida & GOP legislators working against them, but overall the treatment of LGBTQ is better than ever & suicide rate & thoughts are also higher. Seems like somethings off.",-1
64,64,64,64,64,64,64.0,245.0,"RT The law, known as House Bill 25, would require students to participate on sports teams that correspond with the gender on th",0
65,65,65,65,65,65,65.0,65.0,Biological sex is a fact. Its science. It is not an ideology. Gender is a belief based entirely on stereotypes. Its a faith based.,2
66,66,66,66,66,66,66.0,813.0,"RT An inclusive community is one that can thrive. Ive been really proud of the work Ive done in Dayton to stand with the LGBTQ+ community. As governor, Ill do the same thing. ",-1
67,67,67,67,67,67,67.0,747.0,Why should people that see LGBTQ and Queer people as less than and perpetuate homophobia and harm be treated in good faith? That's my question. It isn't performative anger.,-1
68,68,68,68,68,68,68.0,777.0,"Lgbt people are always on the right side of history only if you kill everyone who writes history, making yourself victor. Such a cringe statement, no offense. The police came in and arrested people why would that happen if there wasnt grooming? Also: ",-2
69,69,69,69,69,69,69.0,214.0,"RT -jyprompt NO TAG CW // mentioning about homophobic strangers became friends, friends became lover, and lover became strangers again. because even tho they tried their best, they can't. they shouldn't fall in love for each other. ",-1
70,70,70,70,70,70,70.0,12.0,"RT It has 12 long chapters in Book 1, with 3 Books* total. (*Books in reference a story's narrative parts and not necessarily the volume/issue number) Thank you! #DVart #DVpit #OG #A #GN #F #AC #AD #H #LGBT #POC #TV ",0
71,71,71,71,71,71,71.0,1026.0,Because they are more concerned with a childs soul being worthy for exaltation than in any actual systemic changes to save current childrens lives if it means LGBTQ children live and become adults living in sin.,1
72,72,72,72,72,72,72.0,737.0,"RT Dropping another free snippet for ""Artifact of the Dawn,"" highlighting how Ardyn begins his days at the start of the story. Supporters get access to all my snippets and more! #scifi #lgbtq #wip #amediting #amwriting ",-1
73,73,73,73,73,73,73.0,609.0,"RT Missouri GOP legislators have spoken to have Black history removed from schools, LGBTQ exhibits removed from the Capitol, and personal freedoms removed from women. They will fight, however, for Confederate monuments. Every. Time.",-2
74,74,74,74,74,74,74.0,370.0,"Like seriously, you're not gonna convince climate deniers and politicians/corporations to suddenly do something because theresulta of climate change affect LGBT+ people more They hate us already anyway, if anything it makes them accelerate it more tbh",-1
75,75,75,75,75,75,75.0,949.0,RT just realized I have been confusing Dune and Enders Game this whole time and thought its been very weird how nothing and no one have mentioned how homophobic the movie and author were,-1
76,76,76,76,76,76,76.0,595.0,I agree but I don't think they'll give lgbt representation that isnt canon which sucks so im counting more on poc actors/actresses,-1
77,77,77,77,77,77,77.0,791.0,"Basic access and respect for persons are vital current needs, as are inclusion of these groups in research, education, and clinical care. Given continuing oppression of #LGBTQ people, this chapter is all the more needed.",-2
78,78,78,78,78,78,78.0,107.0,"Good, lgbt people who have acted on their degeneracys should be punished. Islam is the fastest growing religion and if its so and towards women then 4/5 everts wouldnt be female then. Cry",2
79,79,79,79,79,79,79.0,513.0,"Srsly, name 3 of these so called barriers. Is your plan to toss kids in dumpsters as part of your GOP mind conversion therapy? Hey does this feed make you envious?!!!",-1
80,80,80,80,80,80,80.0,702.0,"RT Nah. Its more like 0.04% of births. I despise the way Stonewall, LGBT & other Lobbyists commandeer all the funding, claiming DSD people are under the Rainbow Umbrella yet misrepresent them on every occasion. Despicable. ",0
81,81,81,81,81,81,81.0,47.0,"Again, women arent getting abortions b/c they have no idea how they got pregnant. Everyone knows how condoms work and that you have to swallow the pills daily for them to be effective. Inconsistent & improper use isnt always a matter of being uneducated. Get another excuse.",1
82,82,82,82,82,82,82.0,141.0,I so respect your daughter for persevering in findg a Christian community that welcomes her. Lots of the LGBTQ+ community just give up (for very understdable reasons) & then wind up losing their faith. We need wider & longer hearts and communion tables in the church-at-large.,-2
83,83,83,83,83,83,83.0,248.0,RT There may or may not be a new music video coming your way ;) Follow the #bastette YT and you wont miss it ;) https://t.co/w3YGKx3y4U #pridemonth #lgbt #faghag #gayally ,-1
84,84,84,84,84,84,84.0,999.0,RT It's not supposed to be like this anymore. But it's still happening. Seventh-grader dies by suicide after being told he'd go to hell for being gay ,-1
85,85,85,85,85,85,85.0,373.0,"RT You know his name, and you definitely know his hat. Fresh from taking silver in Beijing, the brilliant Bruce Mouat joins the BBC's LGBT Sport Podcast to talk everything from curling to coming out to carrying the flag. It's a cracker, this one. Listen | ",-1
86,86,86,86,86,86,86.0,336.0,"RT Join us in Liverpool this Saturday, marching for the rights of all LGBT+ people. Help us to reclaim our pride. @Lu",-2
87,87,87,87,87,87,87.0,473.0,"What's this about freedom again? Freedom like how teachers & students shouldn't be allowed to discuss LGBTQ matters? Ohhhhh, right....",1
88,88,88,88,88,88,88.0,9.0,"RT I was just in Kenya as part of a delegation from RMN & I created this documentary of r time there to help us UMs in the US deconstruct the conservative propaganda that all of Africa is anti-LGBTQ: Like in the U.S., some areas are better than others.",-1
89,89,89,89,89,89,89.0,719.0,RT Instead of hearing stories during June about lgbtq pioneers.... We should be telling the stories of the men and women who died serving this country and giving us all the freedoms that we have. The lgbtq community would not exist without those who died for us..#EndPrideMonth,1
90,90,90,90,90,90,90.0,1046.0,"RT Queer Black lives on screen: A brief history of the good, the bad and what needs to come next ",-1
91,91,91,91,91,91,91.0,692.0,"Bc Westerners arent saying hey, you guys need to be BBQing & worshiping Jesus!no matter how much they try to suppress it, there are LGBTQ people in Saudi Arabia.",-1
92,92,92,92,92,92,92.0,272.0,"RT This is interesting to hear said outloud. A recent study confirmed that some people do feel that they actually lose or are being attacked when people of color and/or LGBTQ are treated equitably. It is a real problem, but can be addressed with compassionate education.",-2
93,93,93,93,93,93,93.0,405.0,"RT And I really understand some of the opinions from Russian players; what about other countries that ban LGBTQ relationship or are extemely homophobic, i.e. Poland, Hungary... Or how about U.S. states that want to ban LGBTQ content from schools?",1
94,94,94,94,94,94,94.0,860.0,bringing back my most homophobic pfp just before pride month #girlboss,2
95,95,95,95,95,95,95.0,634.0,"Her reasonableness was shirt and an aberration - her history in SC is full of partisan shenanigans. Google Mace, FitsNews, Will Fits, feud with Nikki Haley, homophobic slurs against Lindsey Graham Remember her drama over 1/6 with AOC - barely a month after she was sworn in?",-1
96,96,96,96,96,96,96.0,1019.0,"RT Report multiple times and block this account, they are a solo stan hating on the other BTS members. They are being homophobic and fatphobic toward BTS and many other idols. Comment when done dont engage ",-1
97,97,97,97,97,97,97.0,147.0,What about the freedoms of #LGBTQ kids and adults here in #Florida ??? What about the freedoms of #women here in Florida??? You don't defend those freedom's do you?!?! The #Hypocrisy is not only mind-blowing but maddening. I can't wait until all this backfires on the gop! ,-2
98,98,98,98,98,98,98.0,507.0,"Like, the point youre making is a *core tenet* of the more radical side of LGBTQ+ thought. There is a *strong* racial justice movement within the LGBTQ+ communityincluding work led by queer and trans people of color. Dave is making false enemies of groups that should be allies.",-2
99,99,99,99,99,99,99.0,275.0,Ummmm actually in reality Democrats support abortion TRANS-KIDS and LGBTQ *FACT ,-1
100,100,100,100,100,100,100.0,720.0,"RT 2021: The UN Independent Expert on sexual orientation and gender identity presented a report before the UN Human Rights Commission and the UN General Assembly proclaiming that gender is a ""suprabiological phenomenon"" that will not impact women's sex-based rights. ",0
101,101,101,101,101,101,101.0,1097.0,RT Man attacked with wine bottle during homophobic attack in Birmingham ,0
102,102,102,102,102,102,102.0,489.0,"right-wing always fails, they slowly but constantly go more to the center, you don't hear politician talking about superior races and lgbt people as mentally ill, at least in the mainstream. their ""ideals"" become softer and softer otherwise they wouldn't be accepted",-1
103,103,103,103,103,103,103.0,430.0,"If you think he hasn't been hurt by men societally enough to have doubts with straight men that he's supposed to trust, you're literally being homophobic and ignorant to queer sources of oppression.",-2
104,104,104,104,104,104,104.0,290.0,RT Apparently it's #LGBTQSTEMDay so sending love and support to all those LGBTQ scientists around the world from this proudly queer research scientist ,-2
105,105,105,105,105,105,105.0,641.0,dowon rlly came at the last chapter this is so homophobic ,-1
106,106,106,106,106,106,106.0,659.0,"Love how anyone critiquing the queer community (specifically cis white twinks) are homophobic, like bitch IM GAY, doesnt mean certain people in the queer community arent toxic af",-1
107,107,107,107,107,107,107.0,148.0,"RT LGBTQ+ students, your school is bound by law to protect you. Document all accounts of bullying and harassment to ensure the school follows through. Stay safe ",-2
108,108,108,108,108,108,108.0,24.0,"RT Biden has pretty quietly racked up a string of really big legislative victories. Maybe if the Republicans took a few minutes away from bullying LGBTQ folks, they could mount a counteroffensive. #bidenwins",-1
109,109,109,109,109,109,109.0,243.0,"Reported homophobic slur against a 'right-wing' user, the report was rejected. Since the post that contained the slur didn't violate any rules, a link to it would be useful to understand the circumstances under which the use of homophobic slurs are allowed.",-1
110,110,110,110,110,110,110.0,162.0,RT Same freshman was being quite a bit more homophobic today. Bringing up the bible and shit. Shut the hell up I'll litera,-1
111,111,111,111,111,111,111.0,867.0,#U FAGGOTS AGENDA DON'T REPRESENT THE SEXUAL ORIENTATION OF U FANS!!..SO..#DON'T MAKE ME TO MAKE IT A ISSUE !!! ,2
112,112,112,112,112,112,112.0,607.0,#mepolitics tweeps should feel free to block this brandy new homophobic anonymous troll Keep its hate off the thread ,-1
113,113,113,113,113,113,113.0,93.0,Hetero affirming? As in LGB conversion therapy? Are we seriously hearing from a full (not just trans) conversion therapy group???,-1
114,114,114,114,114,114,114.0,1000.0,"RT Did you know most queer kids leave home prematurely & end up on the streets, some never to return because of homophobic family members. Family members that refuse to be educated about lgbti, but continue to discriminate do so by choice. The information is out there ",-2
115,115,115,115,115,115,115.0,46.0,Love how you labeled me. Such a jerk! We embraced our granddaughter statement and have no issues with that. The problem is that adults having newborn infants have NO right to decide what their kids sex is on a birth certificate. End of story! Protect the kids!,-2
116,116,116,116,116,116,116.0,206.0,RT Paul is wishing The Lgbtq+ community a happy pride month ,-1
117,117,117,117,117,117,117.0,454.0,"what in the heteronormative, homophobic bullshit is this ask",-1
118,118,118,118,118,118,118.0,960.0,"bruh what, how are you literally in the community when most fans are in the lgbtq-",-1
119,119,119,119,119,119,119.0,1039.0,"Twitter redefining the term ""groomer"" as an anti LGBTQ slur and then suspending accounts for using it even when they are describing actual child predators https://t.co/TNG54AZMqi ",0
120,120,120,120,120,120,120.0,205.0,"RT So, I have a really cool announcement to make. On September 8th and 9th, I'm going to be taking part in two panels as part of Trondhiem Pride in Norway. Sept 8th: LGBT identity in video games - Sept 9th: Panel on Trans Joy - ",-1
121,121,121,121,121,121,121.0,475.0,RT this feels homophobic somehow idk I cant put my finger on it ,-1
122,122,122,122,122,122,122.0,929.0,"RT Because its a work and he's getting paid about 4 million a year to do it and mean tweets are usually filled with nasty homophobic, racial and downright vile slurs directed at the person or their friends and family. Not hard to understand is it? ",-1
123,123,123,123,123,123,123.0,918.0,No they beat and kill on back streets and nail bomb Soho you fucking Idiot. They also torture late teens in conversion Therapy that the wonderful Boozo reneged his promise to ban you fucking idiot,-1
124,124,124,124,124,124,124.0,418.0,"RT Boris went from ""conversion therapy is abhorrent, but not for trans people"" to attacking Gillick competence, trans peoples access to spaces REAL quick, huh?",-1
125,125,125,125,125,125,125.0,1041.0,In my experience kids handle LGBTQ people better than adults do. Either my nephews were extraordinarily intelligent and mature or the mediocrity principle applies.,-1
126,126,126,126,126,126,126.0,78.0,"RT Between 2020 and 2021, there was a 64% increase in hate-motivated crime based on sexual orientation. 258 incidents in 2020, 423 incidents in 2021. This is the cost of rising anti-trans and anti-2SLGBTQIA+ rhetoric and organizing in Canada. Source: ",-2
127,127,127,127,127,127,127.0,388.0,"RT Residents of a small town in western Michigan helped raise almost $100,000 for their local library after it was defunded over the inclusion of LGBTQ books. ",-1
128,128,128,128,128,128,128.0,400.0,Idk man its probably cause Im bisexual and a minor and a poc isnt it? thats why youre being homophobic and racist towards me,-1
129,129,129,129,129,129,129.0,402.0,"RT Some segments of Irish media will happily use ""far left"" or ""extreme left"" or similar to describe Paul Murphy asking for rent reductions. They will convulse at the idea of calling someone who has campaigned against LGBT+ rights for decades as ""far right"" though.",-2
130,130,130,130,130,130,130.0,71.0,"RT Oh come on, thats the most ridiculous statement Ive read all day. Its so rude to say youd be terrified for innocent people to see that youre LGBTQ+ or Jewish just because JK did shitty stuff. They are not JK.",1
131,131,131,131,131,131,131.0,775.0,RT Another march down. We're not done fighting. This is the beginning. #GunControlNow #ReproductiveRights #LGBTQ #DeathSantis #VoteThemOut ,-1
132,132,132,132,132,132,132.0,902.0,RT hello lgbtq community! friendly reminder for u all (especially flag makers) to block and report ! a quick scroll through their acc should give u enough reason -,-2
133,133,133,133,133,133,133.0,1105.0,"Wuye kuni nee, its better to suffer as a man than being LGBTQ",2
134,134,134,134,134,134,134.0,84.0,Bloody males parading around saying they are lesbians and no mechanism for lesbian spaces or groups to be able to kick their homophobic asses out. Women have to put up or shut up.,-2
135,135,135,135,135,135,135.0,61.0,"RT they're right. Legend of the Galactic Heroes is a LGBTQ+ show with sex, drugs, alcohol, and lots of profanities",0
136,136,136,136,136,136,136.0,497.0,"This isnt about homophobic hate. So what if Jen liked a comment! Meredith Using words like aggressive, hostile, homophobic toward Jen (woc) is exactly what white women do to play victim. Meredith is a Karen and that is dangerous beware.",-1
137,137,137,137,137,137,137.0,1052.0,Youre still avoiding to reply ? Freddy Krueger ? Ill apologize if you actually didnt mean something homophobic,-1
138,138,138,138,138,138,138.0,167.0,I used to be in the most LGBT-friendly state period with the same situation Now I'm in a purple state but in the most Blue part of it and same situation,-1
139,139,139,139,139,139,139.0,8.0,RT Good morning to and happy Saturday to everyone that commends Pizza Hut (in spite of their pizza ) for supporting our LGBTQ youth during pride #GoWokeGoBroke,-2
140,140,140,140,140,140,140.0,974.0,RT The Sioux Falls LGBTQ+ community celebrated Pride on Saturday during the Sioux Falls Pride Festival. ,-2
141,141,141,141,141,141,141.0,197.0,"not gonna be one of those ppl who pretends that being bipoc, lgbtq, or poorer doesnt affect a lot of americans and lead to trauma but this specific situation is completely separate from that",-1
142,142,142,142,142,142,142.0,472.0,"RT Thank you Liz. Gender identity needs to be separated from sexual orientation, they are different things and require different legislation.",1
143,143,143,143,143,143,143.0,113.0,RT More exclusive content and ADULT TG COMICS on #tgcaptions #forcedfem #tgcomics #genderbender #mtf #crossdresser #transgender #lgbt #genderfluid #tranny #sissy #gay #LGBT #feminization #TGTrans #SissyJournal ,-1
144,144,144,144,144,144,144.0,843.0,RT Howdy new followers! FHF is a TX based group of LGBT+ artists bringing you fresh and fashionable clothing and accessories! Where to find us: Shop: https://t.co/tjQWx7hPuX Email List: https://t.co/6dqqPj7jcN Discord: https://t.co/CgN8Dlq4Xt Twitch: ,-1
145,145,145,145,145,145,145.0,305.0,RT Bravo Rekai Centres! Many LGBTQ seniors entering long-term care hide their identities. The Rainbow Wing aims to change that via @torontostar,-2
146,146,146,146,146,146,146.0,177.0,RT Indian lgbt deserve respect same-sex marriage now #HBDRitaMaa #NationWithSureshChavhanke #najnovijevesti ,-2
147,147,147,147,147,147,147.0,300.0,"Wait, aren't these Chechnyan soldiers? What does that homophobic BS have to do with Ukraine? lol",-1
148,148,148,148,148,148,148.0,710.0,"RT cishet women calling me homophobic, im a gay man!!! sorry i do not like stereotypes of gay men as representation for gay men",-1
149,149,149,149,149,149,149.0,657.0,"RT Earlier today the heard from experts regarding the nature of consent and conversion therapy. This is what was said: Dr Timothy James: ""Most participants in our research saught out change efforts themselves based on misinformation and under pressure from communities... ",-2
150,150,150,150,150,150,150.0,149.0,To be fair its mostly to bait my homophobic brother in law. It seems to have worked,-1
151,151,151,151,151,151,151.0,124.0,of trans people at times because hes shown to be kinda homophobic so he probably wouldnt view her in the be best light.,0
152,152,152,152,152,152,152.0,371.0,RT It's amazing how mad the right is about a journalist exposing far-right harassment accounts that encourage death threats and post fake news to invite violence against LGBTQ people.,-2
153,153,153,153,153,153,153.0,278.0,RT #LRT yet people won't call her out cause she's a woman. Women are homophobic yo. ,-1
154,154,154,154,154,154,154.0,498.0,"i actually annoyed lumine simp and homophobic players. Last month,,, i already deleted my genshin twitter account and turn back to my k-pop/anime account.",-1
