,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
47,47,47,47,77,"I'm trying to figure out why teachers would feel a need to discuss sexuality with little kids at any time. Little kids don't care about sex, gender, or any LGBTQ agenda.",1
48,48,48,48,550,"RT https://t.co/OFON3GNa36 Currently 20% off I think I can call myself a giant, would you agree? #giant #nude #tease #nudes #creator #onlyfans #gay #LGBTQ #pride #subscribe #discount #men #model ",0
49,49,49,49,751,"Appreciate that. Jesse absolutely seethes when you bring this up, but did a pretty good summation of his track record as an example of people who ""have used their platforms, influence and power to spread misinformation and harm LGBTQ people."" ",1
50,50,50,50,1090,"3. ""Banned trans kids from playing sports."" Again, a lie. She signed a bill preventing biological boys from playing girls sports, something sane people call common sense. This isn't a 50/50 issue, not even close. Anyone can play co-ed sports or sports for their biological sex.",1
51,51,51,51,506,"RT ""the gender *you* assigned him at birth"" how is it they understand that part so well",1
52,52,52,52,293,RT Last year #Halloween drawings p2 Go around night you might be chancy Go around night while you are in dread youll get some candy our youll get yourself be head ? #yaoi #gay #bara #LGBT #Halloween #halloweengay #Halloweenart ,1
53,53,53,53,914,Find 150+ photos and 4 videos from your favorite femboy for just $5 a month! #onlyfans #femboy #sexy #AdultWork #booty #allnatural #cosplay #ContentCreator #femboylewds #followme #goth #kinktober #nsfwtwt #nsfw #LGBTQ #plussize #like #onlyfanspromo ,0
54,54,54,54,270,RT *walking around lgbt gotham* jim GIRLdon??? SLAYmiah valeska??HERvey bullock???? SHE/HERcrow???victor YASS???? barbara QUEER???selina THEYle?OSWALD COBBLEPOT??? EDWARD NYGMA??,1
55,55,55,55,604,Show me a policy thats viciously anti-lgbtq. Unless youre counting Bio men competing athletically against women you wont find much.,1
56,56,56,56,707,Why do you think the truth about the reality of biological sex is sexism?,1
57,57,57,57,19,"Not just being homophobic, but to Muma, who at the time was a pretty visible player for the Houston Outlaws. The OWL didnt even go beyond suspending him, his own team just got fed up with his shit and chose to release him early on bc hes a pain in the ass",1
58,58,58,58,491,"What evidence do you have that any trans person has ""changed"" gender identity? Also, if you look at the wide biological impacts hormonal replacement has on the body, that's plenty evidence that ""sex"" isn't immutable",1
59,59,59,59,168,"RT We're at 35k signatures already, that's over a third of the way! Keep sharing Sign if you think it's disgusting that the government have dropped banning conversion therapy torture for trans people, including children ",1
60,60,60,60,767,"RT Dear fellow white men, We have total access to conversations of other white men. Its exhausting calling out the ignorant, misogynistic, racist, homophobic, BS we hear daily. But our sense of saturation is just a drop in the bucket compared to what others deal with. KEEP DOING IT",1
61,61,61,61,148,"RT LGBTQ+ students, your school is bound by law to protect you. Document all accounts of bullying and harassment to ensure the school follows through. Stay safe ",1
62,62,62,62,231,"RT Doug Perry confessed to murdering 9 women because he was jealous that women can give birth and he could not. He fled to Thailand & had sex change surgery before he was captured. Now as ""Donna"", Perry is locked in cells with women. Who can still give birth, while Perry cannot.",0
63,63,63,63,1029,RT 'Needs to be investigated as a crime': Florida school board member files criminal complaint over teen LGBTQ book ,1
64,64,64,64,784,So supporting the rights of LGBT people and thinking that Russia unfairly invading Ukraine is bad is hypocritical? Nice job on purposely misunderstanding why we have the Ukraine flag Is Ukraine perfect? No. Do they deserve our support against Russia? Yes. Nice try though,1
65,65,65,65,1084,"RT PTSD can cause such emotions as anger, paranoia, mood swings, hypervigilance, depression, anxiety and nightmares. It's not a lot of fun. What does it not do? It doesn't turn you into: -Right Wing -Seditious -Racist -Homophobic -Fascist -Murderous psychopath -A helpless victim",1
66,66,66,66,240,RT Ive seen niggas join 8 different gangs in 5 years the crips the Latin kings the LGBTQ the Aryan nation the Mak ballers I dont like that much people on earth to join any groups,0
67,67,67,67,90,Story says a whopping dozen students supported the lgbt flag.,1
68,68,68,68,234,"Well what we all got to do is gather a to have (#SAMESEXMARRIAGES) ILLEGAL ,banned from d will her her to her heart,cause she has much (Love) for communities an very (to straight peoples. She's wants to keep d for !",1
69,69,69,69,1078,"How common do you think violent, proudly racist and/or homophobic people are? Especially in CA? I didn't say they don't exist, I said ""very few"". Even then, do you think they can't be reformed? Bigotry is learned, not intrinsic. Anything learned can be unlearned.",1
70,70,70,70,448,RT Happy #BiVisibilityDay from us and the rest of the internet! #LGBTQ ,1
71,71,71,71,10,"Did you see on same subject yesterday? Also very, very good.",0
72,72,72,72,632,RT NYT POLL: Do you support or oppose allowing public school teachers to provide classroom instruction on sexual orientation to children in elementary school? SUPPORT 27% OPPOSE 70% Support/Oppose Dem: 53/42 GOP: 3/96 Indie: 25/72 ,1
73,73,73,73,114,"And yet there's people in that thread that praise China for being ""more lgbt friendly"" ",1
74,74,74,74,1011,"Why do you assume religion enters into this conversation? I value life. Look at Responsible, reliable Contraceptive birth control as the tax you pay for not getting pregnant and still having sex without creating a new life then killing it.",0
75,75,75,75,806,"RT Morning! Its full blown terf alert regarding a therapist today - Glasgow based, says she can work with LGBT+ clients but her timeline is all anti-trans hate. I dont fing think so folks",1
76,76,76,76,344,Nah in reality its talking a baseless issue and using that to silence LGBTQ+ voices.,1
77,77,77,77,426,RT #SundayFunday w/on my OFs NOW! #LGBTQ #trans #tgirl @pic_poster @trans_hearts @angelicatranny @Ryanwsa1 @TsCamStars @ts4pleasures @kralicebusenaz ,1
78,78,78,78,268,"RT Especially around Pride month, we know ""rainbow washing"" is a very real thing. We asked our LGBTQ+ community how they feel brands can authentically contribute to the space. What do you think? ",1
79,79,79,79,992,RT You either support the or you support the safety and survival of LGBTQ+ people. It cant be both.,1
80,80,80,80,995,I *just* had this conversation with my 8 year old after he asked what LGBTQ meant.,1
81,81,81,81,805,Do they mean gender assigned at birth? Or one of the other uses of the word?,1
82,82,82,82,13,RT I have seen a trending topic on Sodom and Gomorrah in relation to the lgbt+ in Ghana. The story of Sodom and Gomorrah h,1
83,83,83,83,249,"""First"" doesn't mean that she didn't read the entire thread. It means that she recognizes that characteristics of professionalism should diminate personal sexual preferences. I would argue that such comments regarding sexual orientation are completely inappropriate.",1
84,84,84,84,319,"Oh no the Brits have got you, please DM me so I can get you set up for conversion therapy before its too late brother",1
85,85,85,85,449,Im too far down the /lgbt/ rabbit hole I know Too much,1
86,86,86,86,177,RT Indian lgbt deserve respect same-sex marriage now #HBDRitaMaa #NationWithSureshChavhanke #najnovijevesti ,1
87,87,87,87,613,"RT Latest data finds that hate crimes against LGBTQ+ people are significantly up, with trans people suffering the biggest increase - up 334% from 2014 ",1
88,88,88,88,842,"RT Your joke would work better if gay men weren't actually men. As it is, it's a bit homophobic. Any more bigotry and I'll have to block you, Jacob.",1
89,89,89,89,125,"RT I do like men, but the only LGBTQ+ community I identify with is the Lets Get Biden to Quit community. The + includes Justin Trudeau. Lets Get Biden to Quit & Justin Trudeau Too (LGBTQ+)",1
90,90,90,90,568,"3/ in childrens films. So your question is irrelevant bc its based on a fictitious scenario and not comparable to two women in a loving family. Why? Bc societal norms and cultural values shift, but you wont care regardless bc you think the LGBTQ community is immoral behavior",1
91,91,91,91,567,"RT Last night Marsha Blackburn voted No on The Violence Against Women Act to protect men who abuse. In 2013 she said its a no not because of white straight women, but because she doesnt care if LGBTQ, Native American, immigrants are abused and violated. ",1
92,92,92,92,565,You can be a conservative and be pro-life and believe that there should be times when abortion is allowed you can be conservative and not be anti-gay lgbtq or trans or a racist in fact most conservatives are neither of those things,1
93,93,93,93,496,"RT The anti-CRT movement (which has the same players as the anti-lgbt movement) is using the same tactics against black people. How will this end? Not with slavery and/or criminalizing being black, but of more explicit segregation and pushing black people out of public authority.",0
94,94,94,94,660,And it is more likely that LGBTQ kids will stay alive if they have at least one supportive adult in their life. I wish to be that adult for anyone who needs me.,1
95,95,95,95,958,"RT Fascinating piece by about what it's like to be LGBT+ in Europe's conservative microstates - Liechtenstein, Monaco, Andorra & San Marino. ""I guess it's always been like this; we've always waited for bigger countries to take the initiative."" ",1
96,96,96,96,60,"RT More anti-LGBTQ bills were introduced this year in Texas than any other state in the country. Another shameful stat for our state. I voted for the #EqualityAct to give LGBTQ Texans federal protections against discrimination, now the Senate must pass it. ",1
97,97,97,97,890,"Science is indeed incredible. I hope that this development would also put an end to surrogacy and enable more people to work around infertility problems. In any case, creating something out of stem cells won't change a person's immutable biological sex ",0
98,98,98,98,1013,"RT 3./ The fact we said we'd focus exclusively on LGB issues was enough to earn a label of bigotry. But there are thousands of groups that don't focus on, for example, LGB rights. Does this make them all homophobic? Only by a warped logic that says we can't focus on OUR rights.",1
99,99,99,99,191,"Legal arguments have recently been submitted to the courts with the goal of rolling back any LGBTQ protections and rights. The ultimate goal is to take it all the way to SCOTUS. Chappelles vitriol, validates those efforts. Hes already being quoted by the Far Right media.",1
100,100,100,100,263,RT Being lgbt+ is not a lifestyle or some club or movement or anything for people to brand themselves in a way you think is palatable. Its peoples lives and existence. It doesnt need to make sense to you it doesnt need Africanised branding,1
101,101,101,101,522,"RT 3 years ago, I made a satire video about Spider-Man 1 being homophobic and it needs to be cancelled. 2022 decided to turn satire into reality again. ",1
102,102,102,102,704,"RT New on the blog, we explore #StarTreks history with LGBTQ+ stories and characters, from allegories to queer experiences in Star Trek: The Next Generation to the LGBTQ+ inclusion in Star Trek: Discovery. ",1
103,103,103,103,150,Facts and they probably will put that LGBT on our face,1
104,104,104,104,921,"I was also assaulted at 20 by someone I was friends with and they were bi, not once did I ever EVER blame that at all! How shameful of you to use any part of the lgbt as a scapegoat",1
105,105,105,105,91,"He directly claims that kindness is the best way to help people reason when he is consistently snide, uncharitable, mean, insulting, and homophobic. I was pointing out the hypocrisy of someone who claims that then tells someone who disagrees with him that she deserves to die. ",1
106,106,106,106,413,"If you dont care, good for you. People like me care though. Because I'm sick of lesbian fetishizers being more happy about LGBT rep than me, a LGBT person, is fucking sickening.",1
107,107,107,107,383,"RT ""And for our LGBTQ+ Americans, let's finally get the bipartisan Equality Act to my desk."" The #EquaityAct will help our LGBTQ+ students achieve their full potential. #SOTU ",1
108,108,108,108,801,Ummm hate to break it to you Ellen but birth control can fail for various reasons..... Bit concerned you didn't learn that in Sex Ed,0
109,109,109,109,874,"RT https://t.co/l3vqDZ9h2D Big tits, big belly #onlyfans #gay #lgbt #lgbtq #gaybear #bear #butt #fat #instagay #maleboobs #kink #kinkcub #dirtybear #kinkbear #gayboy #gaybear #gaycub #fatgay #instabears #instacubs #bator #batelife #gaytattoo #edging #penis #manboobs #fart #moobs ",0
110,110,110,110,580,RT I never finished this piece but I'm posting it anyways. #gay #sexymen #gaymer #rule34 #gayartist #gayart #lgbtq #illustration #gaymer #yaoi18 #gaycartoons #gayart #nsfw #nudes #athlete #commissions #gaypig #PS5 ,1
111,111,111,111,261,"That's great that she's speaking up. With resources promoting harmful puberty blockers & sterilizing cross-hormones, SOGI 123 puts schoolchildren in great danger. For the safety of children all confusing & unscientific gender fluid ideology needs to be removed from schools. #bced",1
112,112,112,112,31,"It is not a new observation by me, but intersectionality shows its true colours when women are expected to consider all other issues (including LGBT) above them, but LGBT never have to consider sexism in their analysis.",1
113,113,113,113,133,RT How can antis exist when this shit is happening after 10 years are you serious right now? Just say you're homophobic or want Harry or Louis to be in love with you. Like admit it already. YALL LOOK WEIRD. ,1
114,114,114,114,661,"RT Incarceration is extremely dangerous for transgender, nonbinary, and intersex peopleespecially if they're housed in a facility inconsistent with their gender identity. They deserve safety, so you bet we're defending their protections in California. ",1
115,115,115,115,879,"RT My work sent me an automatic reminder that Ive not yet shared my sexual orientation, gender & pronouns in the company profile. My work is asking me personal information about my sex life to keep in the company data system. #cdnpoli #onpoli",1
116,116,116,116,198,"RT Could biological sex differences in immunity bias males for severe #COVID19? A #SciencePerspective from last year explores various ways antiviral immune responses differ between the biological sexes, with implications for #COVID19 severity. ",0
117,117,117,117,688,"RT Thanks for the space! Wendigo Workshop is a small team of indigenous, LGBTQ+ and neurodivergent people b",1
118,118,118,118,576,"I have no hate for Laura at all. I admire all that she does. Her actions dont change the fact that when you support the Cubs, you support known homophobic, anti-abortion racists whom helped Trump get elected, then helped to undermine our democracy",1
119,119,119,119,912,"Love how she phrases this by saying the LGBT community has to deal with, as if people like her arent the ones that are forcing them to deal with it",1
120,120,120,120,272,"RT This is interesting to hear said outloud. A recent study confirmed that some people do feel that they actually lose or are being attacked when people of color and/or LGBTQ are treated equitably. It is a real problem, but can be addressed with compassionate education.",1
121,121,121,121,311,"The court also said that the human rights of LGBTQ people should be considered at a national level, and that there should be related legislation. South Korea still have no anti-discrimination law due to opposition mainly from the homophobic conservative Christian lobby.",1
122,122,122,122,477,"RT Wish someone would join me for a steamy bath, having some issues in it Retweet for mutuals :v #nsfwtwt #femboybottom #thighpics #femboy #LGBT #twink #yaoi #trap ",0
123,123,123,123,570,RT The fact that the FIFA World Cup 2022 will be hosted in Qatar is disgusting. Qatar is a Racist and Homophobic country that violates Human rights. It shouldnt be allowed to host such an important event. It is an absolute disgrace. ,1
124,124,124,124,172,"RT I used to think transphobes were pretending not to be fundamentally homophobic for strategic reasons, but I think actually it was just that its less social acceptable to be publicly homophobic and they were just keeping it to themselves out of habit. ",1
125,125,125,125,588,"Disney president wants more Disney characters to be LGBTQ+ or racial minorities, says her own children are pansexual and transgender 30 March, 2022",1
126,126,126,126,260,"Compared to 1.946 femicides (by men) in the same year, also in the U.S. alone? Sure, youre far more at risk. And in which way do you openly show your sexual orientation? How should one even know? By the way, big surprise for you: women can be bisexual, too. 2/2",1
127,127,127,127,820,"RT To conclude our #PrideMonth Employee Spotlights, we look to our Director of Supply Management, Warren. Interracially married with interracial children, Warren continues to set the bar to better the future for the LGBTQ+ community & others. Read his Q&A: ",1
128,128,128,128,772,RT hate malec all you want they sill paved the way for lgbt (specially mlm) ships in ya fiction,1
129,129,129,129,917,RT *why the guardian may be behind the emergence of homophobic stigmas ,1
130,130,130,130,109,"RT In a recently-uncovered video, North Carolina Lt. Governor Mark Richardson referred to his LGBTQ+ constituents as ""filth."" That's completely unacceptable. Sign the petition to urge him to resign! >> via @PeopleFor",1
131,131,131,131,601,"And these types of messages are profoundly ignorant of the discrimination faced by women on the basis of sex, not gender. Women are oppressed on the basis of their sex, irrespective of whether they want to/can birth a child.",1
132,132,132,132,28,"its just insidious - our narrow way (theirs) and no other. They're the ones who are authoritarian and forcing others to comply or be excluded. LGBTQ+ is inclusive, and means you can be who you actually are.",1
133,133,133,133,1083,"RT Trans and Intersex Pride is taking place in Dublin on Saturday. I wholeheartedly support this event, in particular the clear acknowledgement that there is a difference between gender identity and sexual orientation. I look forward to celebrating LGB Pride when it is organised. ",1
134,134,134,134,708,"RT Fuck you NZ Herald. You racist, homophobic, classist piece of shit. Youve attacked South Auckland for years but published an article telling us it is not okay to shame North Shore within less than 2 days of accountability. Fuck you.",1
135,135,135,135,938,"RT When people use the term Homophobia, we understand that the ""phobia"" suffix means ""fear or aversion"", so you don't have to be scared of gay people to be homophobic. Don't let transohobes pull the ""I'm not scared of trans people though"" fallacy. It's deflection. Hate is aversion.",1
136,136,136,136,1082,RT #ShamelessSelfpromoFriday #WritingCommunity do a #Writerslift Drop yr #books #poetry #website below Let's #RT #FOLLOW #share Buy my book #fantasy #LGBT #squirrel #book #writerslife #Kindle #bookshelf #amazon #bookshop #library #writerslife #satire ,1
137,137,137,137,56,"You're the self-righteous sexist here. If you define ""woman"" in terms of ""gender identity"" or ""gender behavior"" rather than biological sex, you clearly don't give a shit about women.",1
138,138,138,138,22,RT Like I am genuinely interested in who this type of person should be reserved for if we are using education and success as a barometer? Like never mind the kids part but how did we get to a person not being homophobic or transphobic becoming a preference? ,1
139,139,139,139,934,"RT 1/ Last week published a speaker gesturing a gun calling for trans people to ""kill [their] murderers, because that's what we're about. Kill Transphobes 2022"". The clip is from GM LGBTQ+ Arts and Culture Network's ""Queer Joy and Radical Acts"", source in the reply tweet... ",1
140,140,140,140,644,RT The right is setting the stage to take out lgbtq rights in the near future. ,1
141,141,141,141,106,"Of course its a rainbow anal-penetrating whore speaking against Mohammed the Lion. You wouldnt last against him in debate, so stay silent dog",1
142,142,142,142,795,RT HAPPY PRIDE MONTH FROM FIGHTING GAME GIRL OF THE DAY! -- let's hope for more lgbt rep in fighting games and gaming in general ,1
143,143,143,143,997,I think international students and LGBT international students are particularly prone to abuse. LGBT international student from countries hostile to LGBT,1
144,144,144,144,538,RT I believe in your dreams and abilities. I know you will give us the best series. Your dream for equal society and supporting LGBTQ will happen. I am happy that you are brave enough to do it first. Proud of you. #GAPyuriQ1 #GAPtheseries #Saint_sup #MingEr ,1
145,145,145,145,76,"RT i have no right to be racist to someone who is transphobic/homophobic towards me - no one has the right to be transphobic/homophobic to someone who is racist towards them (besides youre pressed over a ship, its not even to that degree, its just racism) ",1
146,146,146,146,736,RT Ban all guns and video games immediately. Filter all news through George Soros and Nina Jankowicz. Put all the Ultra MAGA in prison. Mask up their kids and teach them CRT & LGBTQ. Abort your own. Support Azov in Ukraine and take all your boosters. Join the World Economic Forum. ,1
147,147,147,147,893,"RT Civil rights. Womens rights. Workers rights. LGBTQ+ rights. In 2021, Pennsylvanians are still fighting for their fundamental human rights. I see you and Im standing with you.",1
148,148,148,148,994,RT The sequel to the first military LGBT film is coming out finally. ,1
149,149,149,149,50,"The church wants to accept that there are people who are raised LDS who deal with LGBTQ issues. The people in the LGBTQ community want the church to change long standing doctrine on homosexuality being a sin, and the tenants of the proclamation of the family. These two can't mesh",1
150,150,150,150,541,Please watch or DVR om your local station. #LGBTQ #Transgender ,1
151,151,151,151,397,RT Poland passes its own hateful LGBT+ propaganda ban: Children will be punished for tolerance ,1
152,152,152,152,534,"RT How does anyone still listen to/watch him? Every week it's the same: ""Bill Maher said x and it's terrible!"" Yes, because Bill Maher is terrible. He's racist,Islamophobic,misogynist, homophobic, anti-vax--it's a long list. Plus he told us in 2000 that Gore and Bush were the same.",1
153,153,153,153,690,You think thats bad Im LGBTQ phobic. Literally anything to do with that garbage,1
154,154,154,154,105,"Except Black Trans women are the most highly victimized intersectional group in the United States, and Dave Chapelle vocally supporting the loudest TERF in the world isn't exactly helping racism within the LGBTQ community, is it? There are other ways to have that discussion.",1
155,155,155,155,622,RT nobody owes you a public coming out and thats one of the most inherently toxic things Ive experienced in the lgbt community. youre not somehow less a part of the community because you cant/wont come out for some reason.,1
156,156,156,156,900,"When was Braum & Sett officially confirmed LGBT? Assuming that's true, that doesn't stop them from adding more Champs to the LGBT camp. People can keep getting more.",1
157,157,157,157,750,"No, OPPOSING abortion is murder. Women and girls DIE in back alley abortions, laws never stopped a single abortion - easy access to birth control and science-based sex education do that, along with affordable childcare and paid family leave, but you oppose all that, killer.",0
158,158,158,158,944,"What is he even trying to say? What does the phrase ""same-sex-attracted"" have to do with conversion therapy? He's just throwing around words and concepts with no sense of logic.",1
159,159,159,159,987,RT Dave Chappelle Says U.S. More Offended by DaBaby's Homophobic Comments Than Killing a Man #JimAndSam ,1
160,160,160,160,216,"Do you know what prevents unwanted children? SAFE SEX condoms, birth control, plan B, you know NOT being a cum dumpster and being responsible person is the best thing to prevent unwanted. If you fail to do that you know the risk therefore it must not be to unwanted lol",0
161,161,161,161,983,"RT several attacks on Trevor Project in the last few days -- between this and broadly putting kids' safety in danger by harassing supportive teachers & schools, and taking away access to resources & supportive adults, it seems like the right really does just want to kill LGBTQ kids ",1
162,162,162,162,484,"RT Dont say legislation dehumanizes LGBTQ+ people. It targets children and their families. It is dangerous, backward, and unacceptable. And to put a point on it, unconstitutional. ",1
163,163,163,163,85,"Also trans people understand quite well that biological sex exists, otherwise they wouldnt be seeking out hrt and surgery",1
164,164,164,164,507,"Like, the point youre making is a *core tenet* of the more radical side of LGBTQ+ thought. There is a *strong* racial justice movement within the LGBTQ+ communityincluding work led by queer and trans people of color. Dave is making false enemies of groups that should be allies.",1
165,165,165,165,285,"RT When (for every1's sake) addressing years of fed/consumed/taught/Learned&Normalised discrimination/bigotry, facts (yes folks facts exist) Facts Matter That's why LGBT+ History Month 2022 is important. I recommend it. #LGBTHM22 #OTPFest22 #LGBTplusHM #educateOUTprejudice",1
166,166,166,166,892,"RT Ashley Cowburn, Independent: Carrie Johnson says the government is banning conversion therapy, but says there is still a long way to go on LGBT rights. Worth remembering the government has been banning conversion therapy since 2018 but still hasnt ",1
