,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
24,24,24,24,705,"And for people wondering if he was pandering to Americans... Yeah he was. ""B-but anime/manga have lots of lgbt characters-"" Yes they do, but they generally don't go by freaking ""ze/zir"" pronouns, which are used by literally only English-speakers. ",1
25,25,25,25,461,"I pray your daughters dont inherit your homophobia and come embarrass themselves on social media njengawe. youre way too old to be such a dumb fuck, now get out of my mentions utsho ngoba homophobic apha",1
26,26,26,26,132,Idk why yall acting like mandatory birth control is a bad thing. Is it gonna stop u from having sex? There are so many forms of birth control. Im not gonna go back and forth with clowns. Without sperm women cant get pregnant. When u impregnate a woman its your choice ,1
27,27,27,27,635,"RT (For me, this action is centered today on the hateful legislation targeting LGBTQIA+ folks, but also encompasses the racist and homophobic book banning at the local and state level across America by the right-wing.)",1
28,28,28,28,627,RT redemption voor de lgbt community na ziggy #k2zoektk3,1
29,29,29,29,703,Being homophobic is not something to be proud of bro,1
30,30,30,30,149,To be fair its mostly to bait my homophobic brother in law. It seems to have worked,1
31,31,31,31,307,"Since January 2020, Assistant Professor Eric Gonzaba and his research team have plotted more than 30,000 establishments mentioned in Mapping the a project that offers valuable insight into the queer world. Learn more about the research: ",1
32,32,32,32,949,RT just realized I have been confusing Dune and Enders Game this whole time and thought its been very weird how nothing and no one have mentioned how homophobic the movie and author were,1
33,33,33,33,211,a straight person making a HOMOPHOBIC comment. and her being an ADULT who should know better.,1
34,34,34,34,352,RT Hello I would like a white supremacist settler colonialist fascist nazi homophobic ableist transphobic queerphobic classist patriarchal colonial racist heteronormative fatphobic bi erasure cisgendered word salad with a side of fries myself please.,1
35,35,35,35,657,"RT Earlier today the heard from experts regarding the nature of consent and conversion therapy. This is what was said: Dr Timothy James: ""Most participants in our research saught out change efforts themselves based on misinformation and under pressure from communities... ",1
36,36,36,36,392,"You wont address the issue: Do you support requiring private schools that receive tax payer money to adopt a non-discrimination clause so schools cant reject kids based on race, ethnicity, sexual orientation, language, spec ed status, or religion? YES or NO ?",1
37,37,37,37,511,"RT LGBTQ+ students who experience anti-LGBTQ+ harassment at school are more likely to avoid school athletic spaces, including athletic fields/facilities, gym class, and locker rooms. Click below for our full brief on LGBTQ+ students & school sports. ",1
38,38,38,38,1070,"RT Oh please, spare me. Sailor Uranus is one of my favorite characters. The problem comes when trying to force sexual orientations on characters just because you want more LGBT, like taking that one time Ami asked Makoto to dance and trying to make a lesbian couple out of them. ",1
39,39,39,39,365,The US Catholic Church tells us repeatedly who it is by whom it welcomes and whom it repudiates. Ask LGBT Catholics about this. Ask Catholics of color about this. This church has made itself an exclusive boys club for straight white men and those who support their dominance. ,1
40,40,40,40,462,Gender doesnt have to be the sex that was assigned at birth thats what Im trying to say..,1
41,41,41,41,427,"RT I honestly dont get how people can be homophobic .. other peoples preference has nothing to do with YOU, even if you dont agree with it.. let people live in peace & do what they do",1
42,42,42,42,596,Pride bomb homophobic af for attacking a country with my girlfriend Yellow 4,1
43,43,43,43,859,Im saying there is no solid evidence that gay gene exists. That doesnt matter in this conversation.,1
44,44,44,44,771,love im not assuming anything he literally donated $42k to ANTI LGBT politicians ... he does not like us,1
45,45,45,45,573,RT While working from home #dadandson #daddynsfw #daddyson #bidaddy #colorado #LGBTQ ,1
46,46,46,46,731,"RT STEP ONE: To get your doodle drawn during one of my livestreams, please donate to a trans charity like https://t.co/mUFfpJsZCu https://t.co/ABGtEais9Q https://t.co/AqLQroY0bv Or other LGBT+ / trans charity of your choice.",1
47,47,47,47,526,"I find it really funny how much better MW19 portrayed LGBT operators. And this is set in the 1940s too, it's pathetic lmaoooooo",1
48,48,48,48,63,And therefore of course there are issues. The Foundation I run are looking into LGBT homelessness. Currently developing that as we speak so cant say anything now.,1
49,49,49,49,331,"You're right Morris. It's not hilarious, LGBTQ+ is sick like you liberals.",1
50,50,50,50,1050,"There are very creative and talented people out there I really admire the effort they put, I've also seen it's very LGBTQ+ friendly",1
51,51,51,51,17,RT Enjoying the sunshine in Telford #blonde #lingerie #SundayMorning #stockings #heels #thong #LGBTQ #Pride #Pride2022 #SundayVibes #SundayMotivation #pink #summer #transvestite #crossdress #crossdresser #Heatwave2022 #Sunday #heatwave #chester #uk #SundayFunday #Sundaydinner ,0
52,52,52,52,118,"RT Aiie, NZ parliament just passed the Conversion Practices Prohibition bill law, banning conversion therapy based on sexual orientation, gender identity and gender expression! #nzpol",1
53,53,53,53,463,"It still could be intentional. Romance does exist in this series, be it small. And everyone on the kh team that Ive done research into has been a clear supporter of lgbtq+ rights, so their gender cant be an obstacle to the intentions.",1
54,54,54,54,156,"RT Did you know?? I still have TWO spots left for #Pride Scarves! Support an LGBT business & show off your colors, don't miss out! Check my ! ",1
55,55,55,55,1055,RT For a long time LGBT has been perceived to be a young people issue. ~ Festus Kisa #KikaoJunction,1
56,56,56,56,326,"TW: Pedophilia, incest, transphobia, homophobia The explanation of how Larissa32801681 managed to make both her ships creepy and disturbing. You can see how homophobic and soon transphobic that she can be. ",1
57,57,57,57,1021,"Theres also a 98% genetic overlap between me and an orangutan. Doesnt stop the orangutan from behaving quite differently, nor from men (the sex) from committing the vast majority of violent crime.",0
58,58,58,58,453,Can someone please call Gowon and tell her to take me off S word watch because the LGBTQ Detroit health center will see me in July lol ,1
59,59,59,59,1079,"Terms Transgender is an umbrella term for persons whose gender identity, gender expression or behaviour does not conform to that typically associated with the sex to which they were assigned at birth.",1
60,60,60,60,4,I'm very LGBT supportive so that's okay with me stop being gay,1
61,61,61,61,273,"I mean no one wants to ban watchful Waiting , they want to ban conversion therapy.",1
62,62,62,62,591,RT Jen Psaki sobs while claiming GOP leaders like Florida Gov. DeSantis bully LGBTQ students; DeSantis rep hits back over 'troubling' optics ,1
63,63,63,63,1000,"RT Did you know most queer kids leave home prematurely & end up on the streets, some never to return because of homophobic family members. Family members that refuse to be educated about lgbti, but continue to discriminate do so by choice. The information is out there ",1
64,64,64,64,1047,"RT Looking for more #LGBTQ+ theatre? Naughty is a darkly comic, queer coming-of-age tale presented by following a OffFest-nominated run @CamdenFringe 27 Sept - 2 Oct 6 Oct For tickets and more dates: ",1
65,65,65,65,292,"I killed exactly 5 furries, set burn to 50 pride flags and jumped 20 lgbtq kids :D",0
66,66,66,66,927,"I know theres still a lot of disgusting ppl attacking them & stupid things like dont say gay in Florida & GOP legislators working against them, but overall the treatment of LGBTQ is better than ever & suicide rate & thoughts are also higher. Seems like somethings off.",1
67,67,67,67,860,bringing back my most homophobic pfp just before pride month #girlboss,1
68,68,68,68,743,"So if Rowling came out with racist, homophobic or antisemitism they should support her in that too because they owe her? Your logic is deeply flawed. I read what she's said. I understood what she said. She's a bigot. Just cos you share her view doesn't alter that fact.",1
69,69,69,69,340,"Also he's blocked Orthodoxy in dialogue for the past two years which is easily the worst for promoting lgbt stuff, Fordham doesn't literally just shoot lgbt stuff out constantly.",1
70,70,70,70,1003,RT Buy the best remote vibrator at https://t.co/zIZ32wwN1L#moontenga Dildo #sextoys #vibrators #sexshop #dildo #vibrador #sex #vibradores #tiendaerotica #juguetessexuales #lingerie #adulttoys #sextoy #gay #anal #vibrator #placer #lgbt #Financial Times ,0
71,71,71,71,254,Mayor was more worried about making fake news about attacks on LGBTQ rights. Never mind real crime.,1
72,72,72,72,726,"This is a joke right For a start, Most of them will object to you using the word ""UK"" And alot of them have made Homophobic, Racist, Anglophobic, and Anapirophobic comments on TV and social media....some line up",1
73,73,73,73,546,"He really has lost his marbles! So if you are the Majority/race/political group/Religion, Whoever, can take away the Minorities freedoms??? This the guy who agreed with BLM/LGBT etc? Changed his narrative pretty fkn quickly! Stand Up For Canada or this shit is coming our way!",1
74,74,74,74,681,The point is that the entire bill is about conflating discussing sexual orientation with teaching sexual orientation (grooming) or sex education.,1
75,75,75,75,169,"RT I'm a lesbian who is offended by the homophobic and misogynistic progress flag. And you wouldn't want me to work for you because of this fact. But it's not political? It appears your love of diversity doesn't stretch to diversity of opinion, which makes your statement political. ",1
76,76,76,76,362,RT Counseling bans cause harm and simply limit everyones freedom. Some have decried Bidens war on conversion therapy as an assault on both personal and religious freedom. ,1
77,77,77,77,1060,"What your doing is WRONG! I support LGBT but I do NOT support it in schools. This is for the parents to talk to THEIR children about. THEIR children is NOT your children. I have 2 gay aunts and they think this is WRONG. Do your job and TEACH them Math, Science, English etc' ",1
78,78,78,78,1068,That percentage doesn't include allies and supporters of LGBTQ people.,1
79,79,79,79,262,Naming an aircraft Enola Gay doesnt make it any less homophobic. ,1
80,80,80,80,857,RT Very excited to welcome Professor William Eskridge to discuss Bostock and Beyond: Title VII and Fighting LGBTQ+ Discrimination at next week! ,1
81,81,81,81,972,"RT RACHEL LEVINE IS NOT FEMALE Rachel Levine is TRANS. She identifies as a woman (gender), but is biologica",1
82,82,82,82,431,"Best-Selling Dark Fantasy/Horror by Award-Winning Author Samantha Kroese. LGBTQ Main Characters, magic, apocalyptic stakes, horror themes, and a little bit of steam! All but Cursed Song available in #KindleUnlimited ",1
83,83,83,83,639,"kolsna be like: ""i'm original at story-telling!"" *makes one of the characters homophobic and suicidal for the laughs*",1
84,84,84,84,738,"This goes beyond the canard that ""because homosexuals cannot reproduce, they must recruit."" ""Grooming"" is a dog-whistle to the lie that all LGBTQ people are child molesters. This has been circulated about us for centuries.",1
85,85,85,85,194,"RT NEW YORK STATE RESIDENTS: contact your local legislator immediately and tell them how strongly you oppose this bill. If you are POC or LGBTQ+, highlight the fact that body armor is valid protection from hate crimes, you dont appreciate New Yorks attempt to make you vulnerable. ",1
86,86,86,86,200,people with these pfp are either racist or homophobic,1
87,87,87,87,1101,RT SHAAP are delighted to have seen such a positive discussion surrounding the recommendations of our LGBTQ+ report in todays Members Business Debate. Thank you to all of those who contributed,1
88,88,88,88,642,"""I'm much more left than you"" leftists on YT are more eager to ally with Browns than listen to POC and LGBTQ+ folks about how the movement can expressly address their needs",1
89,89,89,89,932,"RT Rainbow laces.. or not let homophobic, misogynistic, racist countries run football clubs or hold world tournaments think of all that money Rainbow laces it is..",1
90,90,90,90,64,"Want to clarify, Catholic and Christian churches everywhere are default homophobic because of purposefully misinterpreted Bible passages but theres something particularly heinous about the American Christians and their homophobia/racism because of bipartisan politics involved",1
91,91,91,91,338,"RT Happy book birthday to PHASES, the expanded, revised edition of Belinda Betker's acclaimed debut poetry collection, shortlisted for two out today from Shadowpaw Press. #newbooks #poetry #lgbtq #publishing ",1
92,92,92,92,797,RT Today for #PrideMonth we want to acknowledge Angel Maxine (a Black trans musician from Ghana who uses her music and social media platform to advance the liberation of LGBTQ folks in Ghana. ,1
93,93,93,93,233,"That way u don't blame them & finally see their utter hypocrisy & u continue to believe conservatives are the racist ones. Conservatives don't care about anyone's color, sexual orientation, or gender...we never bring it up. Democrats have to so u dont ever learn the truth",1
94,94,94,94,183,"Last night in our work place another member of the LGBT community. ...a gentleman from the U.K showed us why the LGBT community are so ""PROUD"" to be what they are. This Tourist sexually harassed a male member of our staff even though he was clearly asked to stop touching him",1
95,95,95,95,62,"She took her pen name from the guy who basically invented conversion therapy. (She insists coincidence, just like she did for the plot of her new book, but come on.) ",1
96,96,96,96,650,RT African celebrities are very quiet when it comes to the rights of LGBTQ+ people but theyre the first to bag big awards for human rights when theyre not even doing anything.,1
97,97,97,97,977,If children can be given the enormous level of autonomy to change their gender (no one in the history of humanity has ever changed their biological sex) then we move one step closer to giving them the autonomy to consent to sexual activity. ,1
98,98,98,98,342,RT Risky play #riskyplay #trans #BBWTRANNY #GoodBoy #publicplay #LGBTQ ,1
99,99,99,99,796,"Here's a secret. if you do rights correctly, you don't need ""lgbtq+ rights."" You just have rights.",1
100,100,100,100,656,"I dont think so?? Definitely not homophobic but Ive not looked into transphobia I know its p easy to get the name changed for IDs and stuff but Ill be honest Im still a guy on mine bc I havent gotten around to it ,:)",1
101,101,101,101,592,RT Follow . #nsfwtwt #leakedsexvideo #married #sex #horny #hmu #dating #lesbian #LGBT #girl #boobs #leakedsexvideo #TikTokviral #Kissing #escort #onlyfansleakes #pussy #bigassbeauty #porn #nudetiktoks #tiktoknude #retweet #like #follow #cute #miakhalifa #nsfw #milf ,0
102,102,102,102,347,RT In the '90's AIDS activism was synonymous with #LGBT rights movement. We were fighting to stay alive. Marriage was a pipe dream. /21,1
103,103,103,103,101,RT there are plenty of BW who arent homophobic and trying to play the divide and conquer card is veryof you. no surprise there lol ,1
104,104,104,104,1053,"And continuing the passing of laws that are taken from Russiabanning books, dont say gay, etc. Textbook dictatorship. And then are all doing it under the guise of traditional values. Trump created a cult of hatred. ",1
105,105,105,105,485,"""How are the eggs produced eggs are produced during gestation ""small gametes arent produced till puberty"" they're still that sex. ""and what happens if someone is born without gonads?""that's a birth defect.",0
106,106,106,106,265,"In actuality the whole mummified corpse thing is really indicitive of the way lgbt people in this country are treated, to the point where the self defense killing had to be hidden for the safety of the people who did it even though they were within their rights to do it",1
107,107,107,107,840,"RT Child abuse on alarming scale being pushed ruthlessly in the LGBT community and Liberal politicians and even Pediatrics Associations Ex-transgender Teen Recounts Horrifying Experience of Transition, Surgery ",1
108,108,108,108,776,RT Definitely take legal advice from a guy whos been indicted multiple times and is under investigation by the state bar. Ken Paxton has NOTHING to be proud of. LGBTQ+ Texans - BE PROUD. We love you and we see you. ,1
109,109,109,109,553,"Shes racist, sexist, homophobic, transphobic and a white nationalist.",1
110,110,110,110,99,"well, I mean, I've written quite a few things about that actually but tbh, I imagine you'd probably approve of the kind of policies that Saudi Arabia, etc. have towards LGBT people.",1
