,Unnamed: 0,text,label
48,1522,"Totally, i mean who wouldn't wanna see a drug addict, a friend cheating with her best friend's boyfriend, a girl cheating on the drug addict with a boy although she thought the boy was interested in the drug addict. To sum it up, you will never see this except in euphoria!",0
49,1572,House Overwhelmingly Removes Barriers To Cannabis Research - The Medical Marijuana Research Act passed the House on an overwhelming 343-75 vote. All the No votes came from the GOP. #leafnation,1
50,1638,"Agreed but weed, doesn't help peoples mentally just illnesses ",1
51,1027,"you used to smoke weed with me, didn't you I believe they're required BY LAW if you ask them if they're a *cop, they HAVE TO tell you.",1
52,1636,"Like a drug addict, if you want that drug bad enough you will find away by any means necessary to get it.",1
53,756,"When my loved ones are safe, sunrises, sunshine, sunsets, the moon is all her phases, weed, coffee, birds, flowers, walks, love, the momentum and hope of spring, chocolate, music, good conversation, accomplishment, rest, footbaths and doing my nails, showers, did I mention weed? ",1
54,1075,"THIS is the fool who introduced The States Reform Act today,which would remove cannabis from Schedule I drug classification.Not the best frontperson for our movement. Do we support science & truth-or just jump on board w/nubjobs? ",1
55,1168,Are you in #SanFrancisco!? Come check us out at booth 1312 at the #CannaBizSummit #Cannabis #AtomicCloser #TeamSTMCanna #STMCanna ,1
56,1189,Okay so on top of the hundred for food I am also in need of 30 for weed so that my mental state doesn't do a nose dive! The 30 would buy a pack of 7.5g which would last me till pay on the 20th.... #SingleNativeMother #Crowdfunding ,1
57,215,Contreras: Going to impose substance abuse testing and if necessary treatment.,1
58,1761,Lacson Open To Legalization Of Marijuana For Medical Purposes #Marijuana #MarijuanaNews,1
59,539,Not going to weed through the rest of the apology but the usage of sorry if that offends you really tells me all I need to know about you as a person.,0
60,2416,Why aren't we smoking weed and drinking coffee in bed?,1
61,1144,"Awe yeah, that wicked bull s**** IS coming to an end!!!!!! I give thanks to our fallen soldiers and their GODLY service Not a crises actor/drug addict",0
62,1505,Episode 4 is out! Talking #cannabis #research and more with Listen wherever you get #podcasts link:  #Chicago #PodcastAndChill ,1
63,172,"Cedric Richmond, senior adviser to Pres. Biden, says the President's proposal to reduce gun violence is ""unique"" because ""it looks at the root cause and it offers different solutions in terms of community violence intervention, substance abuse, mental health..."" ",0
64,2373,Weren't the taxes collected from the marijuana sales supposed to go to supporting the schools what happens to that ? Did you discover that if you put that kinda money into education we would have super students and we couldn't have that could we?,1
65,1693,Don't hold your breath. As long as you don't take away their video games and their weed they DGAF.,1
66,936,"And look at the percentage of insect by products allowed in US foods. Yet if one eat of one thing, you eat of them all, because it's all ONE",0
67,4074,"anti-drug campaign, like DARE",1
68,2082,"Dez Bryant, Berner, Cheech & Chong, Ricky Williams, Gary Vee, Carlos Condit, Ja Rule, Blocboy JB, Rich The Kid, and Sean O'Malley are just a few of the many fellow cannabis enthusiasts that are part of the club. #Cannabis #NFT #Crypto ",1
69,1684,"Drug prohibition won't keep my 13-year-old from getting drugs, and it actually logically makes it easier for him to access them. Not good. I hope he chooses to not use drugs, especially as a teenager. But if he crosses that threshold, the next question is what will he use? (4)",1
70,2304,"Loyalties ! As wispy as the proverbial, medicinal mary jane .Like the Doobie brothers sang ''l like my weed''",1
71,2466,"Legal #homegrow is about normalisation. There should be no special cannabis taxes, just as there are no special tomato taxes. IMO, one of the very few things we got right in Australia was banning state based taxes on goods and services. Adult use will be a different beast here.",1
72,610,"Afghanistan: Taliban bans opium poppy cultivation, drug trade The Taliban are taking steps to halt Afghanistan's opium trade even as the country's economy crumbles. It is unclear how the Taliban government plans to replace this illicit source of income for millions of farmers. ",1
73,1061,#LegalizeIndiana Indiana needs to legalize medical marijuana & for recreational use as well.,1
74,286,"Practically everyone I know who's triple/quadruple vaxxed has Covid right now, and many are beginning to openly express regret about taking the drug posing as a vaccine solely to avoid legal liability.",0
75,1018,I don't know who in Britain wants EU trading standards and who not but it doesn't seem to be automatic. The Germans legalising weed want regulation around it but the British drugs users don't. Is that a lens? @EU_Commission,1
76,2359,"The $1.5 billiondollars is from settlements negotiated with Johnson & Johnson, McKesson, Cardinal Health, Amerisource Bergen, and Endo following her March 2019 lawsuit against the various manufacturers and distributors responsible for the opioid crisis.",0
77,2071,"Nothing wrong in anointing Loud, God gave us the marijuana ",1
78,340,RT My entire stoner photocard collection! Retweet for good luck and good weed! ,1
79,1881,"Marijuana with the pills, euphoric and cerebral I do it all to chase a thrill",1
80,4006,chase the drug addict off your stoop.if you suffer from pain. they dont belong there under any circumstance.just there to steal your drugs an life away from you.,1
81,102,"RT Alcohol, tobacco, and marijuana are the most common substances used by youth. DFC grants program implements evidence-based prevention efforts to reduce youth substance use. #NYSUPMChat ",1
82,1905,"don't let the weed smoke you, you smoke the weed - princess",1
83,2376,"These are scammers taking advantage of the cannabis community, they have no #NFTs anywhere near $ where they claim. They collect #eth addresses to perform dusting attacks, DO NOT SELL ANY NFT YOU RECEIVE, THEY WILL EMPTY YOUR ACCOUNT. #cryptocurrency #Cryptos #CannabisCommunity ",1
84,1143,"*or district. Either way, it means making policing a profession would weed out a lot of bad cops and they can never be a cop again. It may not weed out all of them as the system is still rotten, but this idea is in the right direction. The only problem is getting it to pass.",0
85,1642,Check out our latest newness: #podcasting #CannabisCommunity,1
86,755,Damn you ain't even ask nothing crazy a nice dinner ain't nothing but 60 dollars I spend more on weed and shoes and gas now shit he cap but lowkey 1st date be burgerfi off a Groupon ,1
87,34,"New York legalized marijuana and is expunging possession and sale convictions. This is what justice looks like  and it's what every American deserves. It's time for the Senate to pass the MORE Act, legalize marijuana across the country, and expunge all non-violent convictions.",1
88,548,"Weed cat has been resurrected using dark magic and is now walking AMONG US once again This tweet was sponsored by ""daily weed cat related tweets"" ",0
89,1580,Lol hit me up if you in need of a reliable weed plug fam,1
90,421,This whole thing was to weed out the haters. They will face my wrath,0
91,603,#CPP yes let the CDC know you HAD a productive life with YES your whatever dose and opioids that worked for you your chemistry we have been harmed how many in the CPP have died !?! Due to the 2016 guidelines yet again we must comment it's 2022 50 million comments ,1
92,887,Might weed out the millions of fraudsters claiming multiple times for benefit's etc,0
93,1095,**We going to start a cannabis brand** -coffeeshop in Munich (exclusive access) -exclusive Events -get Roys & be a shareholder (passive income) -Monthly NFT airdrops -Meta-Land and much more.....we want to grow a healthy natural way to success ,1
94,4023,Same😭I am like a drug addict who needs drugs badly every day!!,1
95,1940,I'm pretty hedonistic and generally happy right now so I'm not sure I agree. But I doubt this will remain true forever. I can see myself quitting habitual weed in the not so distant future.,1
96,2189,"RT (13) In fact, I have, my entire life, been in situations where men take ALL THEIR CLOTHES OFF RIGHT IN FRONT OF ME (locker rooms, etc.).",0
97,4013,"Agbo, drug abuse and substance abuse, food, diabetes, hypertension.",0
98,310,#cannabiscommunity #marijuana #cannabis Republican Lawmaker's Bill Would Legalize Marijuana in Ohio Marijuana would be legalized in Ohio for adults 21 and older under Republican legislation coming in the Ohio House. The bill would encompass the ,1
99,1576,"This is a tacit admission that the war on drugs framework positions drug sellers/users, NOT drugs, as the enemy combatants. The war on drugs is a war on us, and its proponents would have us branded terrorists and war criminals. ",1
100,272,"Track of the Day: Escape' ""Grooving indie hooks and shimmering synths from Liverpool"" @Gigslutz_ For fans of The Killers, The War on Drugs, White Lies, The Peach Fuzz  Greg Hodge ",1
101,2291,We've got the weed. Holding out for the beak masks. #weed #memes #Mmemberville ,1
102,1545,I be thinking it's the weed frying my brain at this point ,1
103,631,"So, what's driving this stagnation in drug possession arrests? Look to methamphetamine, for which possession arrests virtually doubled from 2009 to 2019. Conversely, arrests for #marijuana plummeted during the same time. ",1
104,248,Anyone Else In Oklahoma Having Issues With Renewing Their Cannabis Card? ,1
105,2245,guys im not even joking i stopped buying weed and BAM $625 for wdw tickets ,1
106,1714,The fact that Biden has tons of unfulfilled campaign promises he can literally fix overnight via executive orders proves he's hot garbage. 4/20 would be a great day to decriminalize marijuana and expunge criminal records. ,1
107,806,Why do Nigerian people love weed? because what comes after 419 is 420,1
108,4285,"Marijuana, Cocaine and Opioids are the most common drugs of abuse reported in drug admissions in the Florida area. ",1
109,1575,"Your company's cannabis testing is still essential, even with widespread legalization, says Sammie Dabbs, our Senior VP of Sales. Read more advice straight from industry experts in this month's #HRProfessionalsMagazine. https://t.co/wFtxEfpHvp #HRtech #employeescreening",1
110,3864,"Kentucky drug overdose death increased 22% in September 2021 reporing 2,373 compared to 1,943 in 2020. Kentucky reports the highest economic cost of drug addiction in the country costing over $6,000 per addict. ",1
111,2035,It's about a former moonshiner family. A member returns from Vietnam and starts growing marijuana.,1
112,2311,More like phantom threading my pussy back together after I let him take a weed whacker to it in a horny way on the set of Young Sheldon,0
113,1436,"Naloxone, when administered in time, can reverse the effects of overdose from prescription opioids, heroin and fentanyl. Narcan, a nasal spray version, is available through pharmacies without a prescription. You can learn more at ",1
114,4082,"Police crackdown on drug smuggling: youth arrested with 500 tablets and sipper bottles, was running illegal business for many months ",1
115,80,I watched the Evil Dead when I was 8. I weed the bed for a couple of weeks.,0
116,593,Can't believe a tweet about weed started all of this  ,1
117,1268,"HIGH COMPLIANCE, A LEX LATA LEGALIZATION FOR THE NON-MEDICAL CANNABIS INDUSTRY How to regulate #recreational #cannabis in accordance with the Single Convention on narcotic drugs, 1961 #CND65 #HighCompliance",1
118,2353,id probably just have seasonal depression and ennui in winter and have to be kept under a lamp like a weed,0
119,3955,"That's the thing bro, I don't even smokebut the weed here just smells dirty. Has a must to it breh ",1
120,823,"Most Germans are not happy that another three nuclear reactors were shut down in the midst of the climate & energy crises. In order to oppose nuclear power, it takes a great intellectual effort: you have to believe the unbelievable. @Moms4G ",0
121,2252,"I'm happy this one is back, the weed is mid, still working through it. Those shrooms were fucking great though I'm definitely getting more for Halloween.",1
122,413,"I don't wanna go out and smoke weed, and then come home smelling like weed around my younger siblings.",1
123,2428,"Wake up, bake up #Mochiz #hemp #cannabis #Mmemberville #AskTwitter ",1
124,1379,"None of us wants to look at the problem that our very lax, Enabling policies have produced. Allowing unfettered drug abuse & encampments everywhere helps no one. It just Spurs addiction, crime, homelessness, filth, gangs & cartels.",1
125,1611,"Joey III is a corrupt, selfish young drug addict, ruler of one of the kingdoms, who brought his father Joey II to a heart attack, as a result of which the throne passed to him. ONLY 0.02 ETH https://t.co/0DdsOxyW2c #cryptoart #nft #nftcommunity #nftartist #digitalartist #opensea ",0
126,1613,All the good ones leave. Thank you for your efforts in trying to end Cannabis prohibition. ,1
127,2238,"Your proposed laws must reflect reality. About 60% of gun deaths are suicides, majority of rest are gang/drug or domestic violence. NONE of these would be impacted by your proposed laws. Criminals will not hand in the tools of their trade; they don't buy at FFL or gun shows.",0
128,4272,"Drug addict on AF1, you mean Don Jr, right? The guy that has so much cocaine in him at any given time, Tony Montana is jealous... Get fucked you fascist, Nazi scum.",1
129,8,I'm trying to make my flame thrower snow & weed removal & performance business happen. I think it's a winner.,0
130,2064,Oh good a granny drug dealer speaking. Maybe she will give her recipe for her lucky charms. ,1
131,2232,if you(germany) legalize sweden will follow. Sweden is one of the most retarded nations when it comes to cannabis and other drugs. Would be a huge gift.,1
132,1540,"RT Quoted in ""Elections were designed to weed out the world's worst rights abusers. But 'oppressive regimes like China, Cuba, Libya, Russia and Eritrea routinely win election, and the stamp of international legitimacy,' said Hillel Neuer."" ",0
133,750,"Feb 11th, 2022. Industry night for the cannabis community. will host a night of fun for all those working in cannabis. Free event for the industry. #secretseshnfts ",1
134,2215,"Steven Stamkos said he got to have dinner with his parents in Toronto, but other than that he's treating it like another playoff game. Joked he's been able to weed out all the ticket requests since his early trips in his career. @TBLightning",0
135,2179,BUY WEED IN GLASGOW GO TO THE WEBSITE BELOW THE PLACE YOUR ORDER NOW. https://t.co/BwtKrDwa7D CONTACT Kik : caliweeduk420 Wickr : caliweeduk420 Email : caliweeduk420@gmail.com,1
136,613,THESE BURNS ARE LIKE IGNITION OF DRIED FRONT OF THE MOUNTAIN... THE FIRE IS NOT YET OUT OF CONTROL... DRY WEED IS APPROACHING TO THE FOREST.... #FEG FIRE IS APPROACHING... FIRE IS COMING SOON...,0
137,97,"I think gummies or capsules really help older people who are afraid of the stigma of weed. My aunt buys these incredible cbd oil capsules, i can ask her where she gets them if you want.",1
138,3999,"Bruh! Whatever problem you be going through in life, pls do not eat edible weed. I regret it. I was in a different world , I was hallucinating, I could see my heartbeat, I could hear plants talk. I was running mad. ",1
139,1345,"At our fall extension weed scientist meeting, we had a chance to record a podcast with our thoughts about weed control in the herbicide shortage era. ",0
140,278,"hina khan, shrenu parikh, jennifer winget a sex worker, a divorcee and a drug addict, all three shunned by the society, out together on one common missionrevenge. ",0
141,1041,"Think the MORE Act repeals all marijuana crimes? Think again, because it creates new marijuana crimes that could result in someone spending the rest of his or her life time in prison and losing the ability to vote and the right to own a firearm. ",1
142,3928,Yeah ppl be going anywhere buying weed issa no for me,1
143,447,"RT Case 10: Another child being held due to a questionable traffic stop, this one involving the smell of marijuana. He is asking for home detention and the ability to go to school and participate in pre scheduled after school activities.",1
144,13,"Deadly drugs like fentanyl cross the US border every day, but preferred to declare war on the importation of Mexican avocados instead of drugs, affecting at least 300,000 direct jobs, and more than 1,000 ,000 indirect. ",1
145,746,there's a town a few hours away from mine called weed,0
146,2177,the kinda weed everybody got be smoking them ian tryna lose weight,1
147,1121,Nah weed is just not for me can't believe y'all enjoy this feeling,1
148,790,DOWNLOADING WEED.EXE. holy shiiiiiiiiiiiiiit. wow.#metalscourge ,0
149,916,Did not know cannabis could accept the lord Jesus as it's savior,1
150,895,Interesting Matt. We have a couple of customers that had waterhemp introduced to their farm by combines that they purchased from the Midwest. Very difficult to clean a combine and make it weed seed free. Maybe this would have helped.,0
151,1677,"Love me some Chris Rock, don't care for Will Smith at all. Chris should have pressed charges. Guy is flipping crazy. I hope he's never invited back to the Oscars! But ya, id bitch slap anyone for dissing cannabis, better yet, a punch to the throat, lol. ",0
152,1511,I'm a pretty logical thinker and cannabis helps me shut my brain off at the end of the day lol,1
153,160,"Yeah. That's why a lot of us support both. It's called individual rights. Marry who you want, buy guns, smoke weed & decide what's best for your own body.",1
154,2257,"At least eat it if ur worried about ur lungs! (It's not medical advice but rather life advice.) Also when u want to stop thinking about COVID and the way things used to be, cannabis is good for that too.",1
155,770,DUDE it's not even ppl i follow anymore!! it's all just recommended tweets for me and it's like ?????? when did i tell my algorithm this is what i wanted? no thanks more fnaf lore for me,0
156,1354,Never had a reaction to any of the shoots. I even had the flu shot at the same time as the booster. At this point I don't care about unvaxxed. They can weed themselves out.,0
157,4075,"Wet weather, crime, operator shortage, open drug use, violent knife-wielding transients. All brought to you by “progressives”.",1
158,2121,"We love our #Marijuana we'll fight for our rights freedom for all people the world is full of signs Years full of oppression, and injustice will end this is our revolution stop banning our plant! https://t.co/xHpSvsd7CI #Legalizit #Cannabis ",1
159,1491,"Biden Probably Won't Reject Senate-Approved Cannabis Legalization Bill Despite Unclear Stance, Here's Why via @Benzinga",1
160,655,If you have a Bible verse in your bio and I've smoked weed with you I'm telling God,1
161,295,"Oh, crap. Well I'd have to fly to the USA cause weed isn't legal here or we could explore Amsterdam together. Social anxiety means you'd do most of the talking I fear and I'd probably need to get a wheelchair to get around.",1
162,1280,"Right, and a drug dealer and squatter at 552 East Olney Avenue has been allowed to stay and continue dealing drugs Thanks to you!",1
163,2128,"Look at Action4Canada. Those choosing not to have a experimental drug put in their body should be allowed to make that choice. Mandates and policies are not laws. Do research into Canada's laws, speaking without knowledge is empty.",0
164,3998,A U.S. Coast Guard vessel offloaded more than 30 metric tons of cocaine and marijuana worth over $1 billion that was seized at sea during a months-long deployment off the coast of South America. ,1
165,4216,Twitter said they stop responding to people on those apps when they find out they don't smoke weed. ,1
166,1054,Do you like smoking weed..... If so is the place to be... Dope community.... #SAC #SACPAC #StonerFam #GRAMS ,1
167,1971," Alex Camiller's beautiful is accompanied by a stunning soundtrack, composed by Jon Natchez (The War on Drugs, Beirut, St. Vincent, David Byrne) and featuring Mary Lattimore, Ro Rowan and Paul Jacob Cartwright  ",0
168,1011,"BTW, I still own the Hybrid, but most days it sits unused and unloved, next to the Model 3.  PS: Good call on the mower & weed eater. :)",0
169,1097,Less people will go??? 4/20 was yesterday buddy STAY OFF THE WEED,1
170,2284,Cannabis is a beautiful plant if you use it properly. All the medicinal values are a luxury if you know how to dose yourself and the productivity you're looking for.,1
171,1386,I will only pick the weed cat starter Pokmon if the paws STAY ON THE GROUND.,0
172,964,"This bipartisan bill recently passed has shown great incompetence on our gov, Democrats included. We will never get universal healthcare. We will never get student debt forgiveness. We will never get legalization of marijuana. And this isn't ONLY the GOPs fault.",1
173,1672,This is a made up weed caricature that we must let die. Its 2022. You have no idea who has the vape on them literally 24hrs a day ,1
174,1448,Schools only focus on marijuana when the actual problem is PILLS !!! FENT !!!! Stop doing presentations on weed when ppl are actually dying from pills,1
175,2229,"Exactly. And he has gone to therapy and programs for substance abuse and done everything that would ever be required of a female who lost custody of her children. Those things would garner her an opportunity to reunite. Again, why are you trying to destroy this man?",0
176,567,Together and with others we pray that it be found out by the drugs squad who it is who keeps on passing round the Cannabis and other illicit and dangerous and of highly addictive drugs. I God we believe and hope and trust. ,1
177,591,Maturing is realizing that weed robin is the best alt,0
178,4258,"RT The data proves:""Prison sentences do not improve safety. They do not save lives. They do not help people recover from substance use disorder. They do not keep us safe from or reduce the supply of dangerous drugs, or save lives in the event of an overdose."" ",1
179,1715,"Dude what's wrong with you? Do I smoke weed, let alone smoke nje?? ",1
180,1308,"Cannabis packaging Market Size, Share Estimation, Trend Analysis, Industry Growth Rate, Company Prof... #cannabis",1
181,1269,"As Pivot's drug policy lawyer, Caitlin takes direction from drug user-led movements, and advocates for drug user liberation, decriminalization, and the legal regulation of all drugs. #DrugDecrimCanada ",1
182,2237,All of this over narcotics. The war on drugs has failed ,1
183,1487,i expect the weed man to be up whenever i text for weed or ima get shitten,1
184,1787,Cannabis Shopping Guide: Dosage. How Much Do I Need to Buy? https://t.co/GQK5Yl06uU #cannabis #cannabiscommunity #hightimes #stayhigh #article #education ,1
185,32,"Every time Gov. Tate Reeves goes to bed, Christine Loftin says, she hopes ""he sees this kid with a black eye; and every time he sees somebody with a black eye, he thinks of my child and how he is holding up the process of us getting our medication. 30 ",0
186,1565,Man these juice extractors work ehh...weed juice is my new favorite juice. ,1
187,1870,"Billions generated in tax revenue, 100's of thousands of jobs created, reduction in opioid use in legal states, +60% of America is in favor..Forget the Stigma!! #Cannabis #LegalizeIt ",1
188,2446,guys what if instead of what if instead of ass mage he was green and GRASS mage like weed that would be funny I think,0
189,1228,The way I look at it... Those guys probably have something more to hide then their I.Ds I feel screening this way helps weed out those criminal profiles types. Just my logic though ,0
190,769,Not your ordinary #WeddingCake!Getting the chop  #cannabis #growyourown #StonerFam #Mmemberville ,1
191,2109,"weed out the countries who don't agree with their narrative of communism since there are laws they can't pass, create a new assembly, then start again",0
192,1078,cus iykyk cookie store weed been stepped on for the last 2 years.,1
193,372,"I forgot to add that smoke weed, but definitely my type ",1
194,83,"So early this afternoon, I was perceiving a wonderful scent when I was in the kitchen & I decided to peep through the window, then I saw an old man standing in the next compound blowing his weed & shaking his head saying AYE NIGERIA TI BAJE, Pure water ti di 250 per bag",0
195,429,Ahhh yes! This is the news I needed to see today!  ,0
196,1248,"Best thing about weed? Two people from completely different backgrounds can get along when they smoke/eat/grow bud together. Or that moment when it's like, Ayyy, you're down with it, too? Maybe the key to world peace is to just get everyone high.  #Mmemberville #SaveUkraine",1
197,280,KHAN: FFS! Next Mayoral election UK we'll have #voterID! What will I do? GARCETTI: Chill Dude! Legalise weed and give the vote to 16/17 year olds Seriously peeps: what could go wrong?? ,1
198,1382,May want to alert Harbaugh that Michigan State has a good RB. Nice adjustments. 9-3 and the Poulan Weed Eater Bowl on December 27,0
199,843,6 red flags in a person: Reps Fraudstappen  Reps Drug dealer Reps Fraudis Reps Paniel Piccardo  Reps LEfraud aka  flow man Reps Alonslow aka granpa,1
200,1817,YOU'VE BECOME A DRUG ADDICT. THAT'S WAY WORSE THAN NOT GETTING A STUPID PROMOTION,1
201,112,"Your right, it was just odd. Ive been suffering from crippling depression and constant suicidal thoughts and the one thing i got to help me was weed and i just ran out but now im coming back to random people just being assholes which is the last thing i need right now",1
202,3919,"This is where you and I are going to have to disagree. I have seen what marijuana has done to people, some very close to me and it's not a good thing. If you want to fight the war on drugs properly look to what Singapore does. It's a capital offense.",1
203,4065,"to the people who were smoking weed in the crowd, to the girl that was pushing and was fighting people, to the fans that were barricade and didn't know the songs: 🖕🏻",0
204,4270,A Buffalo man was arraigned this morning on drug and weapons charges as well as endangering the welfare of a child after authorities allegedly found an illegal gun and a digital scale with “suspected cocaine residue” in a home where two children live ,1
205,2051,How Will the War in Ukraine Affect the European Cannabis Industry? via @high_times_mag,1
206,39,"I'm not here to argue why cannabis should be illegal, I'm simply here pulling you up on your bullshit about crime dropping.",1
207,910,"Y'all know what time it is!! #wakenbake baby!!! This a.m, I'm blowing some cookie dough!! Savage Marijuana Editions  Only at #NFTs #NFTCollection #NFTartist #NFTcollectible ",1
208,1717,"I am split. I think the sentence is excessive, but he was going over the limit and his negligence was a factor in the crash. He isn't innocent but life sentences should be reserved for things like causing a opioid crisis.",0
209,737,"One of the underlying promises for legalizing cannabis was that legalization would make the illegal drug trade, with all its attendant problems of violent crime and money laundering, disappear. But.. the black market is booming across the country.' ",1
210,924,"Want to work in beautiful Crook County, WY? New position open!!! Follow the link for more information: Crook County Weed & Pest District Supervisor - Position Open Until Filled #wyomingjobs #wyoming #loveWY #invasivespecies #jobsearch #workoutside ",0
